Protein,MC4_Rank,MCT_Rank
TGRH88_062020,2050,1965
TGRH88_020150,2051,1791
TGRH88_037300,2052,2401
TGRH88_022450,2053,2110
TGRH88_005870,2054,2335
TGRH88_009660,2055,2130
TGRH88_045960,2056,1701
TGRH88_040770,2057,1837
TGRH88_014280,2058,1713
TGRH88_035800,2059,1841
TGRH88_031400,2060,2462
TGRH88_069790,2061,1732
TGRH88_032580,2062,2636
TGRH88_009800,2063,1767
TGRH88_028980,2064,1691
TGRH88_057620,2065,1845
TGRH88_001160,2066,1819
TGRH88_025060,2067,2618
TGRH88_011010,2068,2032
TGRH88_004890,2069,1912
TGRH88_048640,2070,1979
TGRH88_050330,2071,2073
TGRH88_079290,2072,1868
TGRH88_017870,2073,2268
TGRH88_025790,2074,2490
TGRH88_038030,2075,2045
TGRH88_070030,2076,2270
TGRH88_064090,2077,1858
TGRH88_026030,2078,1765
TGRH88_037720,2079,1826
TGRH88_019610,2080,1694
TGRH88_040540,2081,2153
TGRH88_001840,2082,2023
TGRH88_077580,2083,2118
TGRH88_068060,2084,2630
TGRH88_028210,2085,2067
TGRH88_046730,2086,2540
TGRH88_014850,2087,2074
TGRH88_046260,2088,2075
TGRH88_060570,2089,1876
TGRH88_054250,2090,2058
TGRH88_046340,2091,1958
TGRH88_043320,2092,1968
TGRH88_040140,2093,1905
TGRH88_001350,2094,2348
TGRH88_031500,2095,2031
TGRH88_007040,2096,2008
TGRH88_037630,2097,2111
TGRH88_038010,2098,2261
TGRH88_054330,2099,1914
TGRH88_010030,2100,2080
TGRH88_041560,2101,1738
TGRH88_070820,2102,2179
TGRH88_064500,2103,2121
TGRH88_045720,2104,1941
TGRH88_072520,2105,1743
TGRH88_063150,2106,1689
TGRH88_065200,2107,2342
TGRH88_062430,2108,2194
TGRH88_043680,2109,2148
TGRH88_055260,2110,2461
TGRH88_034560,2111,2051
TGRH88_019460,2112,1897
TGRH88_024570,2113,2329
TGRH88_035670,2114,2065
TGRH88_040610,2115,2021
TGRH88_042730,2116,2212
TGRH88_069540,2117,2361
TGRH88_002260,2118,2176
TGRH88_066340,2119,2273
TGRH88_005440,2120,2352
TGRH88_049420,2121,1975
TGRH88_018850,2122,1999
TGRH88_017580,2123,1855
TGRH88_067300,2124,2150
TGRH88_050900,2125,2584
TGRH88_007210,2126,2508
TGRH88_016350,2127,1934
TGRH88_063200,2128,2216
TGRH88_002200,2129,2172
TGRH88_040180,2130,1818
TGRH88_044140,2131,2043
TGRH88_049150,2132,2159
TGRH88_070930,2133,2099
TGRH88_063350,2134,2086
TGRH88_032010,2135,2162
TGRH88_071200,2136,2643
TGRH88_010820,2137,2445
TGRH88_005270,2138,2599
TGRH88_041200,2139,1862
TGRH88_082170,2140,2509
TGRH88_027830,2141,1769
TGRH88_042640,2142,1869
TGRH88_015310,2143,2005
TGRH88_086300,2144,2638
TGRH88_070190,2145,2007
TGRH88_037100,2146,1773
TGRH88_041460,2147,2370
TGRH88_021320,2148,2083
TGRH88_003530,2149,2496
TGRH88_028300,2150,1731
TGRH88_018930,2151,2011
TGRH88_021120,2152,2687
TGRH88_079800,2153,1946
TGRH88_030640,2154,2157
TGRH88_049880,2155,2486
TGRH88_038050,2156,1778
TGRH88_051430,2157,2156
TGRH88_081650,2158,1764
TGRH88_071570,2159,1904
TGRH88_082600,2160,2368
TGRH88_068160,2161,2124
TGRH88_081180,2162,1807
TGRH88_045990,2163,2046
TGRH88_043430,2164,1865
TGRH88_056360,2165,2454
TGRH88_059540,2166,1906
TGRH88_080290,2167,2026
TGRH88_037760,2168,2233
TGRH88_042140,2169,2292
TGRH88_000100,2170,2367
TGRH88_046830,2171,2196
TGRH88_032070,2172,2621
TGRH88_065220,2173,2119
TGRH88_039180,2174,2024
TGRH88_014630,2175,2685
TGRH88_079690,2176,2096
TGRH88_020780,2177,2460
TGRH88_022180,2178,2136
TGRH88_018700,2179,2122
TGRH88_031170,2180,1895
TGRH88_024990,2181,1856
TGRH88_029080,2182,1822
TGRH88_027220,2183,2550
TGRH88_054200,2184,2386
TGRH88_064700,2185,2678
TGRH88_040010,2186,2151
TGRH88_053850,2187,2320
TGRH88_007150,2188,2223
TGRH88_073700,2189,2514
TGRH88_045040,2190,2048
TGRH88_049140,2191,1981
TGRH88_067790,2192,1956
TGRH88_008590,2193,2251
TGRH88_018120,2194,1993
TGRH88_031590,2195,2712
TGRH88_035840,2196,1835
TGRH88_020060,2197,2473
TGRH88_062570,2198,1789
TGRH88_001850,2199,2524
TGRH88_029950,2200,2312
TGRH88_081560,2201,2181
TGRH88_068410,2202,1839
TGRH88_048520,2203,2423
TGRH88_044620,2204,2289
TGRH88_014710,2205,2208
TGRH88_056510,2206,1973
TGRH88_042950,2207,2398
TGRH88_057640,2208,1915
TGRH88_048550,2209,1931
TGRH88_085900,2210,2594
TGRH88_053250,2211,2061
TGRH88_052570,2212,2415
TGRH88_050500,2213,2718
TGRH88_058500,2214,2606
TGRH88_086460,2215,2627
TGRH88_059630,2216,2441
TGRH88_059750,2217,2029
TGRH88_017590,2218,2767
TGRH88_042200,2219,2704
TGRH88_045280,2220,1925
TGRH88_068840,2221,2340
TGRH88_023540,2222,2314
TGRH88_022530,2223,2402
TGRH88_030180,2224,2376
TGRH88_076690,2225,2042
TGRH88_069050,2226,2362
TGRH88_025980,2227,2676
TGRH88_000950,2228,2450
TGRH88_036970,2229,2317
TGRH88_078000,2230,2332
TGRH88_051380,2231,2050
TGRH88_066970,2232,2364
TGRH88_020520,2233,2577
TGRH88_081700,2234,2214
TGRH88_075890,2235,2114
TGRH88_082380,2236,1735
TGRH88_066370,2237,2602
TGRH88_023490,2238,2000
TGRH88_036830,2239,2794
TGRH88_013010,2240,2303
TGRH88_080770,2241,2284
TGRH88_027380,2242,2730
TGRH88_083230,2243,1782
TGRH88_026230,2244,2528
TGRH88_026150,2245,2568
TGRH88_011020,2246,1828
TGRH88_048710,2247,2195
TGRH88_073500,2248,2161
TGRH88_021450,2249,2105
TGRH88_024190,2250,2629
TGRH88_002520,2251,2556
TGRH88_006610,2252,2651
TGRH88_062010,2253,1978
TGRH88_022090,2254,2499
TGRH88_052470,2255,2053
TGRH88_008190,2256,2547
TGRH88_081630,2257,2310
TGRH88_033390,2258,2565
TGRH88_012660,2259,2578
TGRH88_003930,2260,2420
TGRH88_043030,2261,1919
TGRH88_026160,2262,2160
TGRH88_012990,2263,2191
TGRH88_007320,2264,2673
TGRH88_028270,2265,2389
TGRH88_056700,2266,2165
TGRH88_025440,2267,2353
TGRH88_051420,2268,2022
TGRH88_019920,2269,1867
TGRH88_077820,2270,1888
TGRH88_071180,2271,2805
TGRH88_015380,2272,2229
TGRH88_035680,2273,2316
TGRH88_060210,2274,2333
TGRH88_025070,2275,2416
TGRH88_057920,2276,2146
TGRH88_001460,2277,2116
TGRH88_027170,2278,2275
TGRH88_049240,2279,2252
TGRH88_016630,2280,2659
TGRH88_026450,2281,2169
TGRH88_046420,2282,2177
TGRH88_022250,2283,2534
TGRH88_008120,2284,2278
TGRH88_011120,2285,2016
TGRH88_045210,2286,2264
TGRH88_024510,2287,2506
TGRH88_014150,2288,2267
TGRH88_072900,2289,2414
TGRH88_024900,2290,2095
TGRH88_087780,2291,2611
TGRH88_035070,2292,2505
TGRH88_061280,2293,1961
TGRH88_043990,2294,2438
TGRH88_028720,2295,2001
TGRH88_017720,2296,2400
TGRH88_055220,2297,1954
TGRH88_017800,2298,2308
TGRH88_023390,2299,1875
TGRH88_058670,2300,2108
TGRH88_059270,2301,2557
TGRH88_009000,2302,2530
TGRH88_060460,2303,2205
TGRH88_013740,2304,2315
TGRH88_029850,2305,2863
TGRH88_054540,2306,2174
TGRH88_079230,2307,2296
TGRH88_009290,2308,1988
TGRH88_014210,2309,2787
TGRH88_067680,2310,2358
TGRH88_066290,2311,2112
TGRH88_068900,2312,2280
TGRH88_027970,2313,2391
TGRH88_029000,2314,2671
TGRH88_004150,2315,2201
TGRH88_033990,2316,2283
TGRH88_048720,2317,2660
TGRH88_035100,2318,1967
TGRH88_010370,2319,2397
TGRH88_022220,2320,2017
TGRH88_046750,2321,2430
TGRH88_014860,2322,2341
TGRH88_010080,2323,2589
TGRH88_043140,2324,2168
TGRH88_011960,2325,1882
TGRH88_016900,2326,2604
TGRH88_057630,2327,2106
TGRH88_082720,2328,2113
TGRH88_070760,2329,2298
TGRH88_049770,2330,2365
TGRH88_048910,2331,2279
TGRH88_009180,2332,2180
TGRH88_022630,2333,2185
TGRH88_070950,2334,2484
TGRH88_075520,2335,2554
TGRH88_058450,2336,2057
TGRH88_024060,2337,2539
TGRH88_055890,2338,2338
TGRH88_021550,2339,2699
TGRH88_036840,2340,1918
TGRH88_033300,2341,2395
TGRH88_043930,2342,2078
TGRH88_017430,2343,2399
TGRH88_000270,2344,2249
TGRH88_021090,2345,2930
TGRH88_054190,2346,2664
TGRH88_068200,2347,2306
TGRH88_046410,2348,1966
TGRH88_037810,2349,2600
TGRH88_074380,2350,2125
TGRH88_035640,2351,2313
TGRH88_031090,2352,2235
TGRH88_009160,2353,2597
TGRH88_030310,2354,2511
TGRH88_031370,2355,2498
TGRH88_040750,2356,2152
TGRH88_049170,2357,2876
TGRH88_075820,2358,2107
TGRH88_086290,2359,2324
TGRH88_019190,2360,2248
TGRH88_070460,2361,1977
TGRH88_038680,2362,2188
TGRH88_028560,2363,2926
TGRH88_012430,2364,2390
TGRH88_020300,2365,1916
TGRH88_030440,2366,2379
TGRH88_022770,2367,2359
TGRH88_015770,2368,2133
TGRH88_037070,2369,1992
TGRH88_002650,2370,2231
TGRH88_015650,2371,2285
TGRH88_029310,2372,2866
TGRH88_060190,2373,2142
TGRH88_032430,2374,2957
TGRH88_064690,2375,1923
TGRH88_042070,2376,2183
TGRH88_063830,2377,2260
TGRH88_045240,2378,2018
TGRH88_026810,2379,2207
TGRH88_041310,2380,2916
TGRH88_059420,2381,2281
TGRH88_046860,2382,2719
TGRH88_039380,2383,2383
TGRH88_002310,2384,2305
TGRH88_010850,2385,2464
TGRH88_065250,2386,2829
TGRH88_029740,2387,2215
TGRH88_080720,2388,2483
TGRH88_054230,2389,2672
TGRH88_060350,2390,2552
TGRH88_042390,2391,2221
TGRH88_020710,2392,2749
TGRH88_027760,2393,2259
TGRH88_076970,2394,2591
TGRH88_004440,2395,2575
TGRH88_037750,2396,2520
TGRH88_079520,2397,2407
TGRH88_012640,2398,2934
TGRH88_085180,2399,2928
TGRH88_040410,2400,2476
TGRH88_082540,2401,2014
TGRH88_022510,2402,2129
TGRH88_069980,2403,2069
TGRH88_053540,2404,2828
TGRH88_039250,2405,2479
TGRH88_002590,2406,2003
TGRH88_019090,2407,2309
TGRH88_032160,2408,2068
TGRH88_081370,2409,1996
TGRH88_068040,2410,2720
TGRH88_007820,2411,2466
TGRH88_053390,2412,2392
TGRH88_052410,2413,2522
TGRH88_064980,2414,2318
TGRH88_009780,2415,2624
TGRH88_060520,2416,2175
TGRH88_019290,2417,2799
TGRH88_056690,2418,2697
TGRH88_063790,2419,2413
TGRH88_061390,2420,2178
TGRH88_075640,2421,2754
TGRH88_039400,2422,2804
TGRH88_075260,2423,2459
TGRH88_080700,2424,2286
TGRH88_036610,2425,2287
TGRH88_048980,2426,3009
TGRH88_081860,2427,2587
TGRH88_011760,2428,2272
TGRH88_082900,2429,2714
TGRH88_013380,2430,2134
TGRH88_073860,2431,2244
TGRH88_029580,2432,2706
TGRH88_003280,2433,2653
TGRH88_016490,2434,2406
TGRH88_087845,2435,2516
TGRH88_020050,2436,2222
TGRH88_013810,2437,2369
TGRH88_047960,2438,3008
TGRH88_035240,2439,2234
TGRH88_041640,2440,2882
TGRH88_062440,2441,2758
TGRH88_078410,2442,2779
TGRH88_044810,2443,2453
TGRH88_040390,2444,2579
TGRH88_051050,2445,2217
TGRH88_015390,2446,2242
TGRH88_017790,2447,2935
TGRH88_026660,2448,2642
TGRH88_071460,2449,2141
TGRH88_048300,2450,2211
TGRH88_008130,2451,2117
TGRH88_032870,2452,2038
TGRH88_016450,2453,2670
TGRH88_020020,2454,2609
TGRH88_054290,2455,2433
TGRH88_001660,2456,2363
TGRH88_063470,2457,2255
TGRH88_052270,2458,2041
TGRH88_063680,2459,2939
TGRH88_080790,2460,2849
TGRH88_029990,2461,2410
TGRH88_012960,2462,2436
TGRH88_025680,2463,2666
TGRH88_003870,2464,2425
TGRH88_033400,2465,2442
TGRH88_017370,2466,2626
TGRH88_033530,2467,2319
TGRH88_081870,2468,2203
TGRH88_041180,2469,2063
TGRH88_029090,2470,2465
TGRH88_026070,2471,2154
TGRH88_049300,2472,2541
TGRH88_063110,2473,2090
TGRH88_063060,2474,2200
TGRH88_058640,2475,2788
TGRH88_082620,2476,2062
TGRH88_084320,2477,2655
TGRH88_021660,2478,2504
TGRH88_048820,2479,2497
TGRH88_067030,2480,2387
TGRH88_074610,2481,2823
TGRH88_072910,2482,2378
TGRH88_048670,2483,2127
TGRH88_076570,2484,2741
TGRH88_005390,2485,2418
TGRH88_049440,2486,2120
TGRH88_081450,2487,2091
TGRH88_001630,2488,2566
TGRH88_046070,2489,2300
TGRH88_024360,2490,2145
TGRH88_012050,2491,2938
TGRH88_070300,2492,2693
TGRH88_010540,2493,2610
TGRH88_007940,2494,2426
TGRH88_004410,2495,2192
TGRH88_001190,2496,2501
TGRH88_049940,2497,2396
TGRH88_026350,2498,2821
TGRH88_079350,2499,2432
TGRH88_036950,2500,2911
TGRH88_077970,2501,2299
TGRH88_077540,2502,2538
TGRH88_041670,2503,2294
TGRH88_062640,2504,2551
TGRH88_062480,2505,2567
TGRH88_006790,2506,2640
TGRH88_054680,2507,2598
TGRH88_081470,2508,2915
TGRH88_080320,2509,2555
TGRH88_076130,2510,2437
TGRH88_077910,2511,2276
TGRH88_081220,2512,2559
TGRH88_041720,2513,2481
TGRH88_003990,2514,2853
TGRH88_048320,2515,2834
TGRH88_077260,2516,2924
TGRH88_079090,2517,2228
TGRH88_021370,2518,2839
TGRH88_041400,2519,2126
TGRH88_055620,2520,2291
TGRH88_033230,2521,2322
TGRH88_079060,2522,2696
TGRH88_003480,2523,2885
TGRH88_050140,2524,2382
TGRH88_008780,2525,3133
TGRH88_057510,2526,2691
TGRH88_076560,2527,2447
TGRH88_078260,2528,2206
TGRH88_033430,2529,2199
TGRH88_050200,2530,2978
TGRH88_061910,2531,2500
TGRH88_014900,2532,2381
TGRH88_026710,2533,2419
TGRH88_031530,2534,2893
TGRH88_016320,2535,2852
TGRH88_073570,2536,2790
TGRH88_048560,2537,2404
TGRH88_032500,2538,3118
TGRH88_028240,2539,2515
TGRH88_039220,2540,2257
TGRH88_014910,2541,3127
TGRH88_033750,2542,2115
TGRH88_075190,2543,2592
TGRH88_084530,2544,3029
TGRH88_079940,2545,2193
TGRH88_061140,2546,2210
TGRH88_034890,2547,2665
TGRH88_079830,2548,2553
TGRH88_019980,2549,2510
TGRH88_026440,2550,2738
TGRH88_005030,2551,2274
TGRH88_073620,2552,2727
TGRH88_065490,2553,2923
TGRH88_047360,2554,2735
TGRH88_029270,2555,3093
TGRH88_029190,2556,2098
TGRH88_028200,2557,2311
TGRH88_082490,2558,2408
TGRH88_073120,2559,2705
TGRH88_036370,2560,2723
TGRH88_073160,2561,2254
TGRH88_082790,2562,2467
TGRH88_024670,2563,2549
TGRH88_011630,2564,2620
TGRH88_056100,2565,2728
TGRH88_028050,2566,2421
TGRH88_015580,2567,2634
TGRH88_008900,2568,2950
TGRH88_017090,2569,2480
TGRH88_070180,2570,2241
TGRH88_041990,2571,2138
TGRH88_044520,2572,2768
TGRH88_036630,2573,2560
TGRH88_040870,2574,2385
TGRH88_035300,2575,2246
TGRH88_013090,2576,2887
TGRH88_062870,2577,2093
TGRH88_068220,2578,3028
TGRH88_039300,2579,2760
TGRH88_076650,2580,2681
TGRH88_034480,2581,2649
TGRH88_040760,2582,2838
TGRH88_048970,2583,2786
TGRH88_026200,2584,2752
TGRH88_042840,2585,2571
TGRH88_000750,2586,2239
TGRH88_065870,2587,2182
TGRH88_019030,2588,2531
TGRH88_033070,2589,2349
TGRH88_058730,2590,2954
TGRH88_019530,2591,2739
TGRH88_000740,2592,2943
TGRH88_000030,2593,2702
TGRH88_051600,2594,2652
TGRH88_061160,2595,2543
TGRH88_040810,2596,2334
TGRH88_041350,2597,2658
TGRH88_069530,2598,2282
TGRH88_034470,2599,2331
TGRH88_031320,2600,2929
TGRH88_003640,2601,3173
TGRH88_035380,2602,2628
TGRH88_023830,2603,2574
TGRH88_042420,2604,2764
TGRH88_063230,2605,2171
TGRH88_068630,2606,2266
TGRH88_022680,2607,3033
TGRH88_013490,2608,2471
TGRH88_064900,2609,2862
TGRH88_025590,2610,2405
TGRH88_055120,2611,2740
TGRH88_045050,2612,2366
TGRH88_034510,2613,2439
TGRH88_023660,2614,2564
TGRH88_047730,2615,3091
TGRH88_037440,2616,2535
TGRH88_047370,2617,3086
TGRH88_037540,2618,2979
TGRH88_001810,2619,2762
TGRH88_015790,2620,2780
TGRH88_077510,2621,2347
TGRH88_023580,2622,2980
TGRH88_073300,2623,2527
TGRH88_062840,2624,2669
TGRH88_071770,2625,2190
TGRH88_004470,2626,2384
TGRH88_048850,2627,2545
TGRH88_052810,2628,2307
TGRH88_012110,2629,2427
TGRH88_006540,2630,2921
TGRH88_075130,2631,2844
TGRH88_003880,2632,2336
TGRH88_026270,2633,2355
TGRH88_065070,2634,2880
TGRH88_060410,2635,2650
TGRH88_027950,2636,2772
TGRH88_051150,2637,2836
TGRH88_038750,2638,2449
TGRH88_059070,2639,2167
TGRH88_069110,2640,2155
TGRH88_022910,2641,2992
TGRH88_030840,2642,2411
TGRH88_021380,2643,2403
TGRH88_020330,2644,2987
TGRH88_042350,2645,3071
TGRH88_007580,2646,2646
TGRH88_082830,2647,2558
TGRH88_072060,2648,2958
TGRH88_041360,2649,2488
TGRH88_000110,2650,2485
TGRH88_068450,2651,2941
TGRH88_006560,2652,2546
TGRH88_078500,2653,2237
TGRH88_017960,2654,3030
TGRH88_032950,2655,2351
TGRH88_011380,2656,2469
TGRH88_012080,2657,2645
TGRH88_037890,2658,3055
TGRH88_031120,2659,3271
TGRH88_020610,2660,2845
TGRH88_057470,2661,2265
TGRH88_031390,2662,2360
TGRH88_013250,2663,2262
TGRH88_047260,2664,2339
TGRH88_049640,2665,2225
TGRH88_073230,2666,2226
TGRH88_008390,2667,3230
TGRH88_018770,2668,2745
TGRH88_027940,2669,2323
TGRH88_021250,2670,2688
TGRH88_060140,2671,2721
TGRH88_025100,2672,2724
TGRH88_069260,2673,2603
TGRH88_044040,2674,2686
TGRH88_005140,2675,2890
TGRH88_006890,2676,2371
TGRH88_059510,2677,2855
TGRH88_065730,2678,2656
TGRH88_026600,2679,2327
TGRH88_075120,2680,2487
TGRH88_076840,2681,2187
TGRH88_049750,2682,3134
TGRH88_033500,2683,2732
TGRH88_066320,2684,2218
TGRH88_058710,2685,2295
TGRH88_004040,2686,3098
TGRH88_071230,2687,2894
TGRH88_078630,2688,2608
TGRH88_060500,2689,2818
TGRH88_044500,2690,2472
TGRH88_081920,2691,2417
TGRH88_059680,2692,3040
TGRH88_000610,2693,2903
TGRH88_056580,2694,2328
TGRH88_055140,2695,2293
TGRH88_051010,2696,2932
TGRH88_081160,2697,2448
TGRH88_004230,2698,3081
TGRH88_068280,2699,3016
TGRH88_044240,2700,2489
TGRH88_059590,2701,2717
TGRH88_068290,2702,2290
TGRH88_034430,2703,3233
TGRH88_026610,2704,2751
TGRH88_043330,2705,2870
TGRH88_064840,2706,3119
TGRH88_019330,2707,2909
TGRH88_051400,2708,2350
TGRH88_011200,2709,2713
TGRH88_070550,2710,2529
TGRH88_004730,2711,2975
TGRH88_065150,2712,2617
TGRH88_042100,2713,2782
TGRH88_081840,2714,3004
TGRH88_058400,2715,2680
TGRH88_021960,2716,2756
TGRH88_027860,2717,2771
TGRH88_079680,2718,2230
TGRH88_000800,2719,2595
TGRH88_038620,2720,3096
TGRH88_023010,2721,2256
TGRH88_068740,2722,2209
TGRH88_056070,2723,2824
TGRH88_056440,2724,2250
TGRH88_069020,2725,2789
TGRH88_002020,2726,2654
TGRH88_060890,2727,2820
TGRH88_077060,2728,2800
TGRH88_067690,2729,2380
TGRH88_080450,2730,3007
TGRH88_079220,2731,2375
TGRH88_045020,2732,2581
TGRH88_019060,2733,2452
TGRH88_036550,2734,2833
TGRH88_062700,2735,2572
TGRH88_082050,2736,2583
TGRH88_005650,2737,2625
TGRH88_021720,2738,2394
TGRH88_043690,2739,2542
TGRH88_028230,2740,2586
TGRH88_067900,2741,2523
TGRH88_077360,2742,3252
TGRH88_052020,2743,2769
TGRH88_039700,2744,2906
TGRH88_055280,2745,2690
TGRH88_031690,2746,2961
TGRH88_070800,2747,2683
TGRH88_039730,2748,3014
TGRH88_032770,2749,2372
TGRH88_014700,2750,2873
TGRH88_086360,2751,2962
TGRH88_037160,2752,2743
TGRH88_076590,2753,2679
TGRH88_024230,2754,2755
TGRH88_046090,2755,2801
TGRH88_036850,2756,2596
TGRH88_051800,2757,3295
TGRH88_013510,2758,2240
TGRH88_002160,2759,2858
TGRH88_085510,2760,3162
TGRH88_016080,2761,3065
TGRH88_016790,2762,2847
TGRH88_000300,2763,2806
TGRH88_085310,2764,3181
TGRH88_011940,2765,2886
TGRH88_031350,2766,2456
TGRH88_045250,2767,2601
TGRH88_082590,2768,2468
TGRH88_020970,2769,2435
TGRH88_051140,2770,2536
TGRH88_077880,2771,2864
TGRH88_039740,2772,2891
TGRH88_030580,2773,2463
TGRH88_071950,2774,2785
TGRH88_072500,2775,2737
TGRH88_061310,2776,2346
TGRH88_036050,2777,2663
TGRH88_042220,2778,2513
TGRH88_014620,2779,3394
TGRH88_027040,2780,3113
TGRH88_034240,2781,2457
TGRH88_028110,2782,2701
TGRH88_062470,2783,2325
TGRH88_063270,2784,2321
TGRH88_075760,2785,2675
TGRH88_075610,2786,3160
TGRH88_040240,2787,2615
TGRH88_018860,2788,2827
TGRH88_054440,2789,2502
TGRH88_077100,2790,2632
TGRH88_008730,2791,2896
TGRH88_076470,2792,2429
TGRH88_004480,2793,3151
TGRH88_014010,2794,2908
TGRH88_047530,2795,2695
TGRH88_080680,2796,2703
TGRH88_016660,2797,3190
TGRH88_077780,2798,2521
TGRH88_066220,2799,2826
TGRH88_049260,2800,3322
TGRH88_024740,2801,2733
TGRH88_073660,2802,2922
TGRH88_057970,2803,2759
TGRH88_030620,2804,3094
TGRH88_044460,2805,2715
TGRH88_015930,2806,2424
TGRH88_060440,2807,2662
TGRH88_016310,2808,3300
TGRH88_018710,2809,3281
TGRH88_058040,2810,2971
TGRH88_029140,2811,2917
TGRH88_075150,2812,2356
TGRH88_044020,2813,2648
TGRH88_028400,2814,2729
TGRH88_032310,2815,2512
TGRH88_033760,2816,3002
TGRH88_037840,2817,2573
TGRH88_030010,2818,3441
TGRH88_012000,2819,2951
TGRH88_042490,2820,2569
TGRH88_021600,2821,3409
TGRH88_054860,2822,3141
TGRH88_050610,2823,2440
TGRH88_029680,2824,3298
TGRH88_075200,2825,3125
TGRH88_069840,2826,2474
TGRH88_073070,2827,3074
TGRH88_049650,2828,2883
TGRH88_028540,2829,2925
TGRH88_050090,2830,3059
TGRH88_031360,2831,2850
TGRH88_078240,2832,3296
TGRH88_082330,2833,2495
TGRH88_040300,2834,2455
TGRH88_064040,2835,2304
TGRH88_063580,2836,2631
TGRH88_064710,2837,2865
TGRH88_045030,2838,3275
TGRH88_027640,2839,3082
TGRH88_007120,2840,2892
TGRH88_048250,2841,2765
TGRH88_082860,2842,2757
TGRH88_028440,2843,2544
TGRH88_002790,2844,2812
TGRH88_079890,2845,2798
TGRH88_000350,2846,2973
TGRH88_034760,2847,2682
TGRH88_001510,2848,2576
TGRH88_064200,2849,2731
TGRH88_019730,2850,3085
TGRH88_018660,2851,2875
TGRH88_050980,2852,2791
TGRH88_037020,2853,2913
TGRH88_057570,2854,2518
TGRH88_059840,2855,2998
TGRH88_045310,2856,3187
TGRH88_074210,2857,2877
TGRH88_034830,2858,2657
TGRH88_067230,2859,2991
TGRH88_051230,2860,2562
TGRH88_049930,2861,2470
TGRH88_067970,2862,2357
TGRH88_041930,2863,2692
TGRH88_032360,2864,3317
TGRH88_077960,2865,3238
TGRH88_010310,2866,2561
TGRH88_072370,2867,2477
TGRH88_067210,2868,3163
TGRH88_001000,2869,2607
TGRH88_014780,2870,3157
TGRH88_024280,2871,3434
TGRH88_065550,2872,3150
TGRH88_074830,2873,2736
TGRH88_077530,2874,2884
TGRH88_048660,2875,2867
TGRH88_053460,2876,2458
TGRH88_044440,2877,3021
TGRH88_075000,2878,2708
TGRH88_005010,2879,3153
TGRH88_043850,2880,2773
TGRH88_009720,2881,2899
TGRH88_042340,2882,2588
TGRH88_016990,2883,2815
TGRH88_041270,2884,2493
TGRH88_015870,2885,3019
TGRH88_006440,2886,2677
TGRH88_067600,2887,2519
TGRH88_029440,2888,2901
TGRH88_069680,2889,3205
TGRH88_013040,2890,3266
TGRH88_039460,2891,2694
TGRH88_081420,2892,2977
TGRH88_061420,2893,2871
TGRH88_082470,2894,2451
TGRH88_023060,2895,2689
TGRH88_045490,2896,2817
TGRH88_051070,2897,3069
TGRH88_041010,2898,2964
TGRH88_026130,2899,2641
TGRH88_027140,2900,3046
TGRH88_077650,2901,3445
TGRH88_028800,2902,2593
TGRH88_032150,2903,3092
TGRH88_057040,2904,3161
TGRH88_008030,2905,3054
TGRH88_039420,2906,2856
TGRH88_036070,2907,2825
TGRH88_022560,2908,2700
TGRH88_000630,2909,3395
TGRH88_015830,2910,2761
TGRH88_006000,2911,2726
TGRH88_022390,2912,2784
TGRH88_055150,2913,3279
TGRH88_052080,2914,2668
TGRH88_052260,2915,2698
TGRH88_017630,2916,2623
TGRH88_050110,2917,3135
TGRH88_045090,2918,3324
TGRH88_060960,2919,3088
TGRH88_017970,2920,2774
TGRH88_071990,2921,2475
TGRH88_018890,2922,2619
TGRH88_051730,2923,3152
TGRH88_044650,2924,2492
TGRH88_060280,2925,2533
TGRH88_075590,2926,3177
TGRH88_079540,2927,2902
TGRH88_023950,2928,3358
TGRH88_046560,2929,2446
TGRH88_046590,2930,3299
TGRH88_003210,2931,3475
TGRH88_073000,2932,2792
TGRH88_076670,2933,2744
TGRH88_013130,2934,3425
TGRH88_005980,2935,3438
TGRH88_037110,2936,3026
TGRH88_067420,2937,2953
TGRH88_002570,2938,3147
TGRH88_036420,2939,2904
TGRH88_003570,2940,3351
TGRH88_008990,2941,2857
TGRH88_082250,2942,2711
TGRH88_046540,2943,2742
TGRH88_033440,2944,3208
TGRH88_080220,2945,2831
TGRH88_063560,2946,3142
TGRH88_052330,2947,3052
TGRH88_038380,2948,2613
TGRH88_055360,2949,3416
TGRH88_028640,2950,3224
TGRH88_064470,2951,2582
TGRH88_064490,2952,2835
TGRH88_013120,2953,2814
TGRH88_022930,2954,3249
TGRH88_053300,2955,2590
TGRH88_073350,2956,3200
TGRH88_008680,2957,3223
TGRH88_022670,2958,3314
TGRH88_073130,2959,2874
TGRH88_043810,2960,2956
TGRH88_050600,2961,2548
TGRH88_007570,2962,3307
TGRH88_001520,2963,3313
TGRH88_046770,2964,3110
TGRH88_055230,2965,2746
TGRH88_019890,2966,3565
TGRH88_009240,2967,3323
TGRH88_035560,2968,3017
TGRH88_082730,2969,2972
TGRH88_035980,2970,2478
TGRH88_070610,2971,3257
TGRH88_044960,2972,3058
TGRH88_009670,2973,2970
TGRH88_036710,2974,2937
TGRH88_075330,2975,2763
TGRH88_007240,2976,3067
TGRH88_075160,2977,2622
TGRH88_034380,2978,3149
TGRH88_001250,2979,2897
TGRH88_069590,2980,2661
TGRH88_070680,2981,3304
