Protein,Copeland_Score,Copeland_Rank
TGRH88_031350,19018.00775,1837
TGRH88_022300,19018.00775,1838
TGRH88_003270,19014.00775,1839
TGRH88_003500,19010.00774,1840
TGRH88_048430,19006.00774,1841
TGRH88_052200,19006.00774,1842
TGRH88_073860,18998.00774,1843
TGRH88_021450,18998.00774,1844
TGRH88_045050,18988.00773,1845
TGRH88_029740,18968.00773,1846
TGRH88_030580,18966.00773,1847
TGRH88_064570,18960.00772,1848
TGRH88_067990,18954.00772,1849
TGRH88_079630,18942.00772,1850
TGRH88_051080,18912.0077,1851
TGRH88_082330,18906.0077,1852
TGRH88_054790,18900.0077,1853
TGRH88_074290,18888.00769,1854
TGRH88_081920,18862.00768,1855
TGRH88_005510,18860.00768,1856
TGRH88_033210,18858.00768,1857
TGRH88_026160,18852.00768,1858
TGRH88_031500,18850.00768,1859
TGRH88_049850,18842.00768,1860
TGRH88_057570,18838.00767,1861
TGRH88_022420,18810.00766,1862
TGRH88_006670,18790.00765,1863
TGRH88_039880,18784.00765,1864
TGRH88_019060,18772.00765,1865
TGRH88_044140,18760.00764,1866
TGRH88_038580,18754.00764,1867
TGRH88_034770,18740.00763,1868
TGRH88_021970,18740.00763,1869
TGRH88_077230,18734.00763,1870
TGRH88_020550,18728.00763,1871
TGRH88_013000,18718.00762,1872
TGRH88_004470,18714.00762,1873
TGRH88_055900,18714.00762,1874
TGRH88_057910,18710.00762,1875
TGRH88_075890,18698.00762,1876
TGRH88_021380,18686.00761,1877
TGRH88_026450,18686.00761,1878
TGRH88_004850,18648.0076,1879
TGRH88_082590,18644.00759,1880
TGRH88_034560,18618.00758,1881
TGRH88_074570,18610.00758,1882
TGRH88_064560,18608.00758,1883
TGRH88_050070,18582.00757,1884
TGRH88_054540,18572.00757,1885
TGRH88_064470,18558.00756,1886
TGRH88_046010,18556.00756,1887
TGRH88_080590,18550.00756,1888
TGRH88_050590,18548.00756,1889
TGRH88_026470,18542.00755,1890
TGRH88_022860,18528.00755,1891
TGRH88_051460,18528.00755,1892
TGRH88_030840,18492.00753,1893
TGRH88_033230,18492.00753,1894
TGRH88_046070,18482.00753,1895
TGRH88_032310,18478.00753,1896
TGRH88_021320,18474.00753,1897
TGRH88_025300,18468.00752,1898
TGRH88_031980,18462.00752,1899
TGRH88_015990,18456.00752,1900
TGRH88_047710,18448.00751,1901
TGRH88_053300,18426.00751,1902
TGRH88_046420,18396.00749,1903
TGRH88_002650,18394.00749,1904
TGRH88_050890,18392.00749,1905
TGRH88_004150,18378.00749,1906
TGRH88_037470,18374.00748,1907
TGRH88_046990,18364.00748,1908
TGRH88_077970,18344.00747,1909
TGRH88_072230,18342.00747,1910
TGRH88_051490,18332.00747,1911
TGRH88_056700,18328.00747,1912
TGRH88_028750,18324.00746,1913
TGRH88_075850,18314.00746,1914
TGRH88_079760,18310.00746,1915
TGRH88_000220,18308.00746,1916
TGRH88_030430,18302.00746,1917
TGRH88_027760,18300.00745,1918
TGRH88_011010,18298.00745,1919
TGRH88_081160,18294.00745,1920
TGRH88_025590,18292.00745,1921
TGRH88_045470,18274.00744,1922
TGRH88_034250,18272.00744,1923
TGRH88_021390,18268.00744,1924
TGRH88_035670,18266.00744,1925
TGRH88_011760,18264.00744,1926
TGRH88_031740,18250.00743,1927
TGRH88_054440,18246.00743,1928
TGRH88_031960,18242.00743,1929
TGRH88_075870,18224.00742,1930
TGRH88_076020,18218.00742,1931
TGRH88_029220,18204.00742,1932
TGRH88_006680,18202.00741,1933
TGRH88_020380,18198.00741,1934
TGRH88_004810,18188.00741,1935
TGRH88_028440,18182.00741,1936
TGRH88_031490,18172.0074,1937
TGRH88_046980,18164.0074,1938
TGRH88_034400,18162.0074,1939
TGRH88_031090,18160.0074,1940
TGRH88_038030,18150.00739,1941
TGRH88_001840,18140.00739,1942
TGRH88_028260,18128.00738,1943
TGRH88_062130,18126.00738,1944
TGRH88_033220,18126.00738,1945
TGRH88_041240,18114.00738,1946
TGRH88_035260,18104.00737,1947
TGRH88_017070,18088.00737,1948
TGRH88_082140,18078.00736,1949
TGRH88_036610,18064.00736,1950
TGRH88_054250,18048.00735,1951
TGRH88_073500,18032.00735,1952
TGRH88_075160,18028.00734,1953
TGRH88_064220,18022.00734,1954
TGRH88_087847,18000.00733,1955
TGRH88_010310,17986.00733,1956
TGRH88_040870,17986.00733,1957
TGRH88_077780,17984.00733,1958
TGRH88_065700,17976.00732,1959
TGRH88_005770,17974.00732,1960
TGRH88_023750,17960.00732,1961
TGRH88_042220,17954.00731,1962
TGRH88_065530,17920.0073,1963
TGRH88_019190,17902.00729,1964
TGRH88_051230,17890.00729,1965
TGRH88_079690,17886.00729,1966
TGRH88_035060,17884.00729,1967
TGRH88_006050,17868.00728,1968
TGRH88_028800,17864.00728,1969
TGRH88_044400,17844.00727,1970
TGRH88_080700,17844.00727,1971
TGRH88_063830,17842.00727,1972
TGRH88_067090,17820.00726,1973
TGRH88_010030,17820.00726,1974
TGRH88_010190,17806.00725,1975
TGRH88_074090,17802.00725,1976
TGRH88_059260,17800.00725,1977
TGRH88_062350,17790.00725,1978
TGRH88_006630,17764.00724,1979
TGRH88_065220,17754.00723,1980
TGRH88_060460,17746.00723,1981
TGRH88_027440,17732.00722,1982
TGRH88_015320,17730.00722,1983
TGRH88_038750,17730.00722,1984
TGRH88_050670,17722.00722,1985
TGRH88_012110,17702.00721,1986
TGRH88_012990,17690.00721,1987
TGRH88_029870,17686.0072,1988
TGRH88_016150,17682.0072,1989
TGRH88_037700,17668.0072,1990
TGRH88_042340,17658.00719,1991
TGRH88_018700,17656.00719,1992
TGRH88_044500,17648.00719,1993
TGRH88_028210,17648.00719,1994
TGRH88_067940,17638.00718,1995
TGRH88_063350,17626.00718,1996
TGRH88_033530,17604.00717,1997
TGRH88_059420,17598.00717,1998
TGRH88_022180,17594.00717,1999
TGRH88_018890,17592.00717,2000
TGRH88_014900,17578.00716,2001
TGRH88_053210,17568.00716,2002
TGRH88_077180,17546.00715,2003
TGRH88_017630,17542.00715,2004
TGRH88_011580,17542.00715,2005
TGRH88_024490,17536.00714,2006
TGRH88_000270,17522.00714,2007
TGRH88_038380,17516.00714,2008
TGRH88_004210,17514.00713,2009
TGRH88_038470,17508.00713,2010
TGRH88_001510,17500.00713,2011
TGRH88_014850,17490.00712,2012
TGRH88_051140,17480.00712,2013
TGRH88_034510,17454.00711,2014
TGRH88_069590,17450.00711,2015
TGRH88_050140,17442.0071,2016
TGRH88_015650,17440.0071,2017
TGRH88_068160,17436.0071,2018
TGRH88_007630,17434.0071,2019
TGRH88_048710,17422.0071,2020
TGRH88_047140,17420.0071,2021
TGRH88_068810,17408.00709,2022
TGRH88_048540,17408.00709,2023
TGRH88_034550,17400.00709,2024
TGRH88_022430,17396.00709,2025
TGRH88_038650,17394.00709,2026
TGRH88_009830,17392.00708,2027
TGRH88_019090,17388.00708,2028
TGRH88_042490,17388.00708,2029
TGRH88_040010,17386.00708,2030
TGRH88_002310,17382.00708,2031
TGRH88_040740,17368.00707,2032
TGRH88_013800,17368.00707,2033
TGRH88_010060,17360.00707,2034
TGRH88_029290,17352.00707,2035
TGRH88_050330,17334.00706,2036
TGRH88_046260,17334.00706,2037
TGRH88_082300,17324.00706,2038
TGRH88_011380,17320.00706,2039
TGRH88_082490,17310.00705,2040
TGRH88_009860,17302.00705,2041
TGRH88_044240,17300.00705,2042
TGRH88_028050,17300.00705,2043
TGRH88_006760,17282.00704,2044
TGRH88_058250,17256.00703,2045
TGRH88_048560,17248.00703,2046
TGRH88_067900,17238.00702,2047
TGRH88_077550,17230.00702,2048
TGRH88_052540,17226.00702,2049
TGRH88_053350,17218.00701,2050
TGRH88_049240,17216.00701,2051
TGRH88_078530,17212.00701,2052
TGRH88_055450,17196.007,2053
TGRH88_084130,17188.007,2054
TGRH88_070930,17188.007,2055
TGRH88_064980,17172.007,2056
TGRH88_086560,17166.00699,2057
TGRH88_047830,17148.00699,2058
TGRH88_034170,17124.00698,2059
TGRH88_037840,17116.00697,2060
TGRH88_001000,17108.00697,2061
TGRH88_060330,17068.00695,2062
TGRH88_047060,17066.00695,2063
TGRH88_038700,17058.00695,2064
TGRH88_055680,17050.00695,2065
TGRH88_075120,17024.00693,2066
TGRH88_080180,17002.00693,2067
TGRH88_039050,17000.00692,2068
TGRH88_061680,16986.00692,2069
TGRH88_059520,16982.00692,2070
TGRH88_014240,16968.00691,2071
TGRH88_026130,16964.00691,2072
TGRH88_044410,16962.00691,2073
TGRH88_043690,16916.00689,2074
TGRH88_002180,16916.00689,2075
TGRH88_025240,16900.00688,2076
TGRH88_051430,16900.00688,2077
TGRH88_016690,16896.00688,2078
TGRH88_048910,16878.00688,2079
TGRH88_081560,16868.00687,2080
TGRH88_015380,16858.00687,2081
TGRH88_058720,16854.00687,2082
TGRH88_065520,16850.00686,2083
TGRH88_087858,16802.00684,2084
TGRH88_026710,16798.00684,2085
TGRH88_030640,16794.00684,2086
TGRH88_049940,16790.00684,2087
TGRH88_067980,16790.00684,2088
TGRH88_001450,16756.00683,2089
TGRH88_000110,16742.00682,2090
TGRH88_067030,16742.00682,2091
TGRH88_055920,16724.00681,2092
TGRH88_066900,16706.00681,2093
TGRH88_009510,16704.0068,2094
TGRH88_072910,16700.0068,2095
TGRH88_001660,16692.0068,2096
TGRH88_013490,16682.0068,2097
TGRH88_041360,16682.0068,2098
TGRH88_011430,16670.00679,2099
TGRH88_015540,16666.00679,2100
TGRH88_055080,16652.00678,2101
TGRH88_000550,16648.00678,2102
TGRH88_037630,16648.00678,2103
TGRH88_056230,16630.00677,2104
TGRH88_052080,16590.00676,2105
TGRH88_080960,16586.00676,2106
TGRH88_013810,16578.00675,2107
TGRH88_006710,16562.00675,2108
TGRH88_019840,16562.00675,2109
TGRH88_003370,16556.00674,2110
TGRH88_043020,16552.00674,2111
TGRH88_043610,16544.00674,2112
TGRH88_008000,16542.00674,2113
TGRH88_033990,16524.00673,2114
TGRH88_076790,16494.00672,2115
TGRH88_049120,16492.00672,2116
TGRH88_066580,16490.00672,2117
TGRH88_082230,16466.00671,2118
TGRH88_068890,16448.0067,2119
TGRH88_014150,16422.00669,2120
TGRH88_070550,16396.00668,2121
TGRH88_012480,16396.00668,2122
TGRH88_018130,16394.00668,2123
TGRH88_045210,16372.00667,2124
TGRH88_063580,16364.00667,2125
TGRH88_067300,16354.00666,2126
TGRH88_038500,16344.00666,2127
TGRH88_068200,16344.00666,2128
TGRH88_059330,16342.00666,2129
TGRH88_018610,16338.00666,2130
TGRH88_052120,16316.00665,2131
TGRH88_011510,16300.00664,2132
TGRH88_072030,16284.00663,2133
TGRH88_035640,16282.00663,2134
TGRH88_003230,16276.00663,2135
TGRH88_014710,16276.00663,2136
TGRH88_013320,16268.00663,2137
TGRH88_021760,16262.00662,2138
TGRH88_035110,16260.00662,2139
TGRH88_066960,16260.00662,2140
TGRH88_032010,16244.00662,2141
TGRH88_019180,16240.00662,2142
TGRH88_043680,16212.0066,2143
TGRH88_082790,16208.0066,2144
TGRH88_059390,16182.00659,2145
TGRH88_073550,16178.00659,2146
TGRH88_062690,16168.00659,2147
TGRH88_069470,16166.00659,2148
TGRH88_068900,16162.00658,2149
TGRH88_072130,16162.00658,2150
TGRH88_075140,16150.00658,2151
TGRH88_017090,16146.00658,2152
TGRH88_086290,16140.00657,2153
TGRH88_075430,16138.00657,2154
TGRH88_056420,16130.00657,2155
TGRH88_010940,16088.00655,2156
TGRH88_077580,16082.00655,2157
TGRH88_049150,16068.00655,2158
TGRH88_081700,16068.00655,2159
TGRH88_034830,16064.00654,2160
TGRH88_005390,16060.00654,2161
TGRH88_017880,16054.00654,2162
TGRH88_045250,16044.00654,2163
TGRH88_064500,16026.00653,2164
TGRH88_062700,16024.00653,2165
TGRH88_008120,16024.00653,2166
TGRH88_028230,16008.00652,2167
TGRH88_057090,15996.00652,2168
TGRH88_007940,15986.00651,2169
TGRH88_009490,15976.00651,2170
TGRH88_014190,15968.0065,2171
TGRH88_052260,15964.0065,2172
TGRH88_027170,15960.0065,2173
TGRH88_045020,15954.0065,2174
TGRH88_040240,15954.0065,2175
TGRH88_071000,15950.0065,2176
TGRH88_032050,15946.0065,2177
TGRH88_070760,15940.00649,2178
TGRH88_029990,15938.00649,2179
TGRH88_006440,15938.00649,2180
TGRH88_020930,15922.00649,2181
TGRH88_010650,15910.00648,2182
TGRH88_048380,15908.00648,2183
TGRH88_067860,15898.00648,2184
TGRH88_002200,15892.00647,2185
TGRH88_082250,15880.00647,2186
TGRH88_036850,15866.00646,2187
TGRH88_023060,15862.00646,2188
TGRH88_009750,15840.00645,2189
TGRH88_074880,15822.00645,2190
TGRH88_042120,15812.00644,2191
TGRH88_006100,15790.00643,2192
TGRH88_076130,15790.00643,2193
TGRH88_079350,15790.00643,2194
TGRH88_014720,15784.00643,2195
TGRH88_015760,15784.00643,2196
TGRH88_022450,15780.00643,2197
TGRH88_053610,15760.00642,2198
TGRH88_045000,15744.00641,2199
TGRH88_022560,15742.00641,2200
TGRH88_077100,15738.00641,2201
TGRH88_046830,15736.00641,2202
TGRH88_028450,15736.00641,2203
TGRH88_072330,15702.0064,2204
TGRH88_069250,15692.00639,2205
TGRH88_076560,15688.00639,2206
TGRH88_082050,15682.00639,2207
TGRH88_062730,15676.00639,2208
TGRH88_008790,15664.00638,2209
TGRH88_016040,15652.00638,2210
TGRH88_039460,15646.00637,2211
TGRH88_061460,15638.00637,2212
TGRH88_059350,15638.00637,2213
TGRH88_022770,15628.00637,2214
TGRH88_044020,15622.00636,2215
TGRH88_003870,15618.00636,2216
TGRH88_063790,15614.00636,2217
TGRH88_080560,15612.00636,2218
TGRH88_007150,15594.00635,2219
TGRH88_047780,15590.00635,2220
TGRH88_053390,15570.00634,2221
TGRH88_016490,15570.00634,2222
TGRH88_070980,15560.00634,2223
TGRH88_002260,15558.00634,2224
TGRH88_006560,15556.00634,2225
TGRH88_033740,15552.00634,2226
TGRH88_078900,15546.00633,2227
TGRH88_064750,15536.00633,2228
TGRH88_073890,15528.00633,2229
TGRH88_016540,15512.00632,2230
TGRH88_069010,15500.00631,2231
TGRH88_073300,15484.00631,2232
TGRH88_036040,15482.00631,2233
TGRH88_034010,15476.0063,2234
TGRH88_008050,15462.0063,2235
TGRH88_057530,15446.00629,2236
TGRH88_042280,15442.00629,2237
TGRH88_050010,15442.00629,2238
TGRH88_055890,15420.00628,2239
TGRH88_080430,15418.00628,2240
TGRH88_034760,15414.00628,2241
TGRH88_069700,15406.00628,2242
TGRH88_009650,15398.00627,2243
TGRH88_061020,15388.00627,2244
TGRH88_061560,15388.00627,2245
TGRH88_058380,15378.00626,2246
TGRH88_037440,15370.00626,2247
TGRH88_082920,15368.00626,2248
TGRH88_071110,15368.00626,2249
TGRH88_000800,15358.00626,2250
TGRH88_005900,15342.00625,2251
TGRH88_033000,15340.00625,2252
TGRH88_055230,15326.00624,2253
TGRH88_068550,15320.00624,2254
TGRH88_040070,15318.00624,2255
TGRH88_040540,15312.00624,2256
TGRH88_017800,15310.00624,2257
TGRH88_079230,15294.00623,2258
TGRH88_039380,15294.00623,2259
TGRH88_048850,15282.00623,2260
TGRH88_082480,15276.00622,2261
TGRH88_013740,15274.00622,2262
TGRH88_012960,15262.00622,2263
TGRH88_033400,15254.00621,2264
TGRH88_028240,15254.00621,2265
TGRH88_006000,15254.00621,2266
TGRH88_054290,15242.00621,2267
TGRH88_073390,15208.00619,2268
TGRH88_042060,15198.00619,2269
TGRH88_019860,15176.00618,2270
TGRH88_046540,15176.00618,2271
TGRH88_076930,15174.00618,2272
TGRH88_030440,15158.00617,2273
TGRH88_058940,15150.00617,2274
TGRH88_060440,15148.00617,2275
TGRH88_078680,15144.00617,2276
TGRH88_076240,15134.00616,2277
TGRH88_028890,15134.00616,2278
TGRH88_047330,15132.00616,2279
TGRH88_061890,15124.00616,2280
TGRH88_021580,15120.00616,2281
TGRH88_047240,15116.00616,2282
TGRH88_014860,15086.00615,2283
TGRH88_016120,15068.00614,2284
TGRH88_005650,15048.00613,2285
TGRH88_030120,15030.00612,2286
TGRH88_080770,15030.00612,2287
TGRH88_029230,15028.00612,2288
TGRH88_009660,15026.00612,2289
TGRH88_081580,15012.00612,2290
TGRH88_026100,15008.00611,2291
TGRH88_019030,15002.00611,2292
TGRH88_079210,14992.00611,2293
TGRH88_019980,14992.00611,2294
TGRH88_076670,14984.0061,2295
TGRH88_060990,14968.0061,2296
TGRH88_002940,14956.00609,2297
TGRH88_033420,14952.00609,2298
TGRH88_042710,14924.00608,2299
TGRH88_001100,14898.00607,2300
TGRH88_068340,14894.00607,2301
TGRH88_049770,14872.00606,2302
TGRH88_036050,14872.00606,2303
TGRH88_006820,14846.00605,2304
TGRH88_041720,14836.00604,2305
TGRH88_013180,14834.00604,2306
TGRH88_062430,14822.00604,2307
TGRH88_008590,14822.00604,2308
TGRH88_082830,14818.00604,2309
TGRH88_006520,14802.00603,2310
TGRH88_041930,14798.00603,2311
TGRH88_075000,14798.00603,2312
TGRH88_037590,14788.00602,2313
TGRH88_038070,14778.00602,2314
TGRH88_075330,14766.00601,2315
TGRH88_026580,14754.00601,2316
TGRH88_061910,14752.00601,2317
TGRH88_022240,14740.006,2318
TGRH88_048590,14732.006,2319
TGRH88_036180,14730.006,2320
TGRH88_037760,14714.00599,2321
TGRH88_019590,14706.00599,2322
TGRH88_026400,14702.00599,2323
TGRH88_007540,14690.00598,2324
TGRH88_045340,14686.00598,2325
TGRH88_065150,14668.00598,2326
TGRH88_070820,14662.00597,2327
TGRH88_006140,14652.00597,2328
TGRH88_078630,14646.00597,2329
TGRH88_044630,14644.00597,2330
TGRH88_029090,14620.00596,2331
TGRH88_023730,14614.00595,2332
TGRH88_047530,14614.00595,2333
TGRH88_013580,14610.00595,2334
TGRH88_069260,14606.00595,2335
TGRH88_061160,14604.00595,2336
TGRH88_023660,14584.00594,2337
TGRH88_035680,14578.00594,2338
TGRH88_045940,14566.00593,2339
TGRH88_047440,14552.00593,2340
TGRH88_079520,14536.00592,2341
TGRH88_063420,14534.00592,2342
TGRH88_065050,14520.00591,2343
TGRH88_012430,14518.00591,2344
TGRH88_055350,14494.0059,2345
TGRH88_044810,14492.0059,2346
TGRH88_021660,14488.0059,2347
TGRH88_067680,14480.0059,2348
TGRH88_002020,14454.00589,2349
TGRH88_043010,14434.00588,2350
TGRH88_084910,14418.00587,2351
TGRH88_035420,14416.00587,2352
TGRH88_030050,14402.00587,2353
TGRH88_063610,14402.00587,2354
TGRH88_058840,14402.00587,2355
TGRH88_014940,14396.00586,2356
TGRH88_062250,14394.00586,2357
TGRH88_080630,14388.00586,2358
TGRH88_069610,14374.00586,2359
TGRH88_064740,14370.00585,2360
TGRH88_075760,14366.00585,2361
TGRH88_060210,14360.00585,2362
TGRH88_025950,14356.00585,2363
TGRH88_013010,14330.00584,2364
TGRH88_046780,14330.00584,2365
TGRH88_007800,14330.00584,2366
TGRH88_074000,14318.00583,2367
TGRH88_020090,14304.00583,2368
TGRH88_061960,14276.00582,2369
TGRH88_033300,14264.00581,2370
TGRH88_022870,14248.0058,2371
TGRH88_044620,14242.0058,2372
TGRH88_070670,14232.0058,2373
TGRH88_055940,14218.00579,2374
TGRH88_055570,14206.00579,2375
TGRH88_015030,14190.00578,2376
TGRH88_015290,14186.00578,2377
TGRH88_031810,14186.00578,2378
TGRH88_042730,14184.00578,2379
TGRH88_020450,14180.00578,2380
TGRH88_012140,14174.00577,2381
TGRH88_064200,14174.00577,2382
TGRH88_005060,14170.00577,2383
TGRH88_031050,14168.00577,2384
TGRH88_003390,14168.00577,2385
TGRH88_003850,14164.00577,2386
TGRH88_022710,14162.00577,2387
TGRH88_036630,14158.00577,2388
TGRH88_018990,14152.00576,2389
TGRH88_066140,14148.00576,2390
TGRH88_015830,14130.00576,2391
TGRH88_007100,14118.00575,2392
TGRH88_029550,14106.00575,2393
TGRH88_023830,14090.00574,2394
TGRH88_052110,14084.00574,2395
TGRH88_077860,14050.00572,2396
TGRH88_024670,14046.00572,2397
TGRH88_075260,14042.00572,2398
TGRH88_070530,14020.00571,2399
TGRH88_032760,14020.00571,2400
TGRH88_063200,14020.00571,2401
TGRH88_074430,14014.00571,2402
TGRH88_048820,14008.00571,2403
TGRH88_007010,14006.00571,2404
TGRH88_017430,13980.00569,2405
TGRH88_074830,13978.00569,2406
TGRH88_081630,13954.00568,2407
TGRH88_066180,13946.00568,2408
TGRH88_017970,13944.00568,2409
TGRH88_001950,13942.00568,2410
TGRH88_001190,13940.00568,2411
TGRH88_011980,13932.00568,2412
TGRH88_085890,13926.00567,2413
TGRH88_055170,13922.00567,2414
TGRH88_025440,13922.00567,2415
TGRH88_076590,13920.00567,2416
TGRH88_069270,13910.00567,2417
TGRH88_042840,13910.00567,2418
TGRH88_026370,13896.00566,2419
TGRH88_070800,13890.00566,2420
TGRH88_055270,13884.00566,2421
TGRH88_018180,13872.00565,2422
TGRH88_072780,13866.00565,2423
TGRH88_027080,13862.00565,2424
TGRH88_043490,13852.00564,2425
TGRH88_041230,13850.00564,2426
TGRH88_064550,13848.00564,2427
TGRH88_056310,13844.00564,2428
TGRH88_004620,13838.00564,2429
TGRH88_082130,13836.00564,2430
TGRH88_036970,13820.00563,2431
TGRH88_060120,13818.00563,2432
TGRH88_008640,13816.00563,2433
TGRH88_026340,13816.00563,2434
TGRH88_028110,13812.00563,2435
TGRH88_079830,13802.00562,2436
TGRH88_031070,13798.00562,2437
TGRH88_023540,13794.00562,2438
TGRH88_043590,13786.00562,2439
TGRH88_017200,13780.00561,2440
TGRH88_054370,13776.00561,2441
TGRH88_057430,13762.00561,2442
TGRH88_030600,13760.00561,2443
TGRH88_027970,13754.0056,2444
TGRH88_019630,13746.0056,2445
TGRH88_023800,13744.0056,2446
TGRH88_032300,13742.0056,2447
TGRH88_078400,13738.0056,2448
TGRH88_049300,13734.00559,2449
TGRH88_042510,13730.00559,2450
TGRH88_015750,13730.00559,2451
TGRH88_083300,13728.00559,2452
TGRH88_028400,13716.00559,2453
TGRH88_010370,13716.00559,2454
TGRH88_014960,13714.00559,2455
TGRH88_007820,13714.00559,2456
TGRH88_022390,13706.00558,2457
TGRH88_008440,13696.00558,2458
TGRH88_032040,13694.00558,2459
TGRH88_055930,13680.00557,2460
TGRH88_055280,13658.00556,2461
TGRH88_080680,13630.00555,2462
TGRH88_059800,13604.00554,2463
TGRH88_077350,13592.00554,2464
TGRH88_005530,13572.00553,2465
TGRH88_070090,13566.00553,2466
TGRH88_071800,13566.00553,2467
TGRH88_080580,13554.00552,2468
TGRH88_020420,13552.00552,2469
TGRH88_075180,13550.00552,2470
TGRH88_055640,13548.00552,2471
TGRH88_024130,13540.00552,2472
TGRH88_006870,13528.00551,2473
TGRH88_000020,13506.0055,2474
TGRH88_043800,13492.0055,2475
TGRH88_043850,13488.00549,2476
TGRH88_073280,13450.00548,2477
TGRH88_012080,13450.00548,2478
TGRH88_073000,13444.00548,2479
TGRH88_047380,13444.00548,2480
TGRH88_034710,13432.00547,2481
TGRH88_078000,13432.00547,2482
TGRH88_032920,13422.00547,2483
TGRH88_065310,13412.00546,2484
TGRH88_041910,13400.00546,2485
TGRH88_020260,13378.00545,2486
TGRH88_054520,13352.00544,2487
TGRH88_024740,13352.00544,2488
TGRH88_038530,13352.00544,2489
TGRH88_017720,13344.00544,2490
TGRH88_064890,13340.00543,2491
TGRH88_042140,13322.00543,2492
TGRH88_058400,13320.00543,2493
TGRH88_010850,13316.00542,2494
TGRH88_029950,13314.00542,2495
TGRH88_034150,13296.00542,2496
TGRH88_013980,13282.00541,2497
TGRH88_053900,13272.00541,2498
TGRH88_013100,13272.00541,2499
TGRH88_055020,13252.0054,2500
TGRH88_040410,13246.0054,2501
TGRH88_013120,13240.00539,2502
TGRH88_065730,13228.00539,2503
TGRH88_005910,13220.00539,2504
TGRH88_011360,13218.00538,2505
TGRH88_036190,13214.00538,2506
TGRH88_000370,13212.00538,2507
TGRH88_045110,13204.00538,2508
TGRH88_082580,13200.00538,2509
TGRH88_078140,13198.00538,2510
TGRH88_039250,13176.00537,2511
TGRH88_007580,13172.00537,2512
TGRH88_055310,13148.00536,2513
TGRH88_081510,13144.00535,2514
TGRH88_044930,13134.00535,2515
TGRH88_044000,13130.00535,2516
TGRH88_022160,13128.00535,2517
TGRH88_082860,13114.00534,2518
TGRH88_008350,13104.00534,2519
TGRH88_085650,13074.00533,2520
TGRH88_041960,13050.00532,2521
TGRH88_062310,13048.00532,2522
TGRH88_036300,13048.00532,2523
TGRH88_000790,13046.00531,2524
TGRH88_068840,13046.00531,2525
TGRH88_008600,13044.00531,2526
TGRH88_015340,13042.00531,2527
TGRH88_013080,13010.0053,2528
TGRH88_024550,13002.0053,2529
TGRH88_058300,12992.00529,2530
TGRH88_062640,12990.00529,2531
TGRH88_062080,12982.00529,2532
TGRH88_066340,12980.00529,2533
TGRH88_072500,12948.00527,2534
TGRH88_077540,12930.00527,2535
TGRH88_064490,12928.00527,2536
TGRH88_080220,12922.00526,2537
TGRH88_030610,12894.00525,2538
TGRH88_070660,12876.00525,2539
TGRH88_053850,12866.00524,2540
TGRH88_081220,12860.00524,2541
TGRH88_087845,12860.00524,2542
TGRH88_035380,12836.00523,2543
TGRH88_078690,12806.00522,2544
TGRH88_048250,12800.00521,2545
TGRH88_058950,12798.00521,2546
TGRH88_060410,12792.00521,2547
TGRH88_086370,12788.00521,2548
TGRH88_046110,12788.00521,2549
TGRH88_028270,12780.00521,2550
TGRH88_013610,12774.0052,2551
TGRH88_052520,12768.0052,2552
TGRH88_080610,12758.0052,2553
TGRH88_069050,12756.0052,2554
TGRH88_051350,12722.00518,2555
TGRH88_020410,12716.00518,2556
TGRH88_081880,12704.00517,2557
TGRH88_080720,12692.00517,2558
TGRH88_006860,12674.00516,2559
TGRH88_046750,12644.00515,2560
TGRH88_080320,12632.00515,2561
TGRH88_065650,12620.00514,2562
TGRH88_057970,12618.00514,2563
TGRH88_065470,12618.00514,2564
TGRH88_062480,12614.00514,2565
TGRH88_037010,12606.00514,2566
TGRH88_044460,12602.00513,2567
TGRH88_036070,12580.00512,2568
TGRH88_082390,12560.00512,2569
TGRH88_066970,12558.00512,2570
TGRH88_072900,12556.00511,2571
TGRH88_000170,12534.00511,2572
TGRH88_077660,12512.0051,2573
TGRH88_079650,12506.00509,2574
TGRH88_011630,12504.00509,2575
TGRH88_038460,12502.00509,2576
TGRH88_032830,12468.00508,2577
TGRH88_021250,12454.00507,2578
TGRH88_047650,12444.00507,2579
TGRH88_039890,12444.00507,2580
TGRH88_049290,12426.00506,2581
TGRH88_044040,12398.00505,2582
TGRH88_057690,12388.00505,2583
TGRH88_064830,12384.00504,2584
TGRH88_042160,12380.00504,2585
TGRH88_073130,12374.00504,2586
TGRH88_038010,12368.00504,2587
TGRH88_040790,12366.00504,2588
TGRH88_047590,12362.00504,2589
TGRH88_075190,12352.00503,2590
TGRH88_068870,12346.00503,2591
TGRH88_080490,12342.00503,2592
TGRH88_072830,12318.00502,2593
TGRH88_075720,12318.00502,2594
TGRH88_059590,12316.00502,2595
TGRH88_016990,12310.00501,2596
TGRH88_062840,12300.00501,2597
TGRH88_050960,12300.00501,2598
TGRH88_015580,12282.005,2599
TGRH88_051600,12268.005,2600
TGRH88_050980,12248.00499,2601
TGRH88_062850,12238.00499,2602
TGRH88_037160,12236.00498,2603
TGRH88_046640,12228.00498,2604
TGRH88_030180,12212.00497,2605
TGRH88_080870,12202.00497,2606
TGRH88_083700,12202.00497,2607
TGRH88_071300,12198.00497,2608
TGRH88_030210,12196.00497,2609
TGRH88_021890,12176.00496,2610
TGRH88_037750,12158.00495,2611
TGRH88_052410,12152.00495,2612
TGRH88_059990,12148.00495,2613
