Protein,MC4_Rank,MCT_Rank,MC4_Score,MCT_Score
TGRH88_026210,1895,1777,0.767493248,0.781978885
TGRH88_040130,1896,1727,0.767370489,0.788116867
TGRH88_023940,1897,1591,0.767247729,0.804812178
TGRH88_000790,1898,2070,0.767124969,0.746010312
TGRH88_049840,1899,1840,0.76700221,0.774245028
TGRH88_080490,1900,2102,0.76687945,0.742082003
TGRH88_075870,1901,1879,0.76675669,0.769457402
TGRH88_040510,1902,2377,0.766633931,0.708323103
TGRH88_044160,1903,1541,0.766511171,0.81095016
TGRH88_007410,1904,2422,0.766388411,0.70279892
TGRH88_072230,1905,1894,0.766265652,0.767616008
TGRH88_064560,1906,1899,0.766142892,0.76700221
TGRH88_013980,1907,2077,0.766020133,0.745150994
TGRH88_052680,1908,2288,0.765897373,0.719248711
TGRH88_021760,1909,1982,0.765774613,0.75681316
TGRH88_079310,1910,2345,0.765651854,0.712251412
TGRH88_060330,1911,1962,0.765529094,0.759268353
TGRH88_062130,1912,1907,0.765406334,0.766020133
TGRH88_075410,1913,2143,0.765283575,0.737048858
TGRH88_041240,1914,1901,0.765160815,0.76675669
TGRH88_048540,1915,1940,0.765038055,0.761969065
TGRH88_025510,1916,1770,0.764915296,0.782838203
TGRH88_001300,1917,2428,0.764792536,0.702062362
TGRH88_081250,1918,1830,0.764669777,0.775472625
TGRH88_025430,1919,2343,0.764547017,0.712496931
TGRH88_006910,1920,2253,0.764424257,0.723545298
TGRH88_082480,1921,2025,0.764301498,0.751534495
TGRH88_017520,1922,1733,0.764178738,0.787380309
TGRH88_055810,1923,2189,0.764055978,0.731401915
TGRH88_040280,1924,1772,0.763933219,0.782592684
TGRH88_079840,1925,1834,0.763810459,0.774981586
TGRH88_067740,1926,1630,0.763687699,0.800024552
TGRH88_004810,1927,1920,0.76356494,0.764424257
TGRH88_014240,1928,1959,0.76344218,0.759636631
TGRH88_079200,1929,1674,0.763319421,0.794623128
TGRH88_015750,1930,2088,0.763196661,0.743800638
TGRH88_073370,1931,1883,0.763073901,0.768966364
TGRH88_035970,1932,1809,0.762951142,0.778050577
TGRH88_074880,1933,2027,0.762828382,0.751288976
TGRH88_024860,1934,1556,0.762705622,0.809108765
TGRH88_016810,1935,1823,0.762582863,0.776331942
TGRH88_019240,1936,1780,0.762460103,0.781610606
TGRH88_043610,1937,1985,0.762337343,0.756444881
TGRH88_034770,1938,1903,0.762214584,0.766511171
TGRH88_005770,1939,1928,0.762091824,0.76344218
TGRH88_048430,1940,1898,0.761969065,0.767124969
TGRH88_071520,1941,2166,0.761846305,0.734225387
TGRH88_014480,1942,2374,0.761723545,0.708691382
TGRH88_086510,1943,1803,0.761600786,0.778787135
TGRH88_021690,1944,2232,0.761478026,0.726123251
TGRH88_066080,1945,1833,0.761355266,0.775104346
TGRH88_058290,1946,1578,0.761232507,0.806408053
TGRH88_066460,1947,2301,0.761109747,0.717652836
TGRH88_080160,1948,1715,0.760986987,0.789589983
TGRH88_045700,1949,1815,0.760864228,0.777314019
TGRH88_080430,1950,2055,0.760741468,0.747851706
TGRH88_002080,1951,1624,0.760618709,0.80076111
TGRH88_045910,1952,1600,0.760495949,0.803707341
TGRH88_045470,1953,1947,0.760373189,0.761109747
TGRH88_071970,1954,1723,0.76025043,0.788607906
TGRH88_043560,1955,2482,0.76012767,0.695433342
TGRH88_028260,1956,1953,0.76000491,0.760373189
TGRH88_064170,1957,1759,0.759882151,0.784188559
TGRH88_069470,1958,2015,0.759759391,0.752762092
TGRH88_018490,1959,2204,0.759636631,0.729560521
TGRH88_028750,1960,1935,0.759513872,0.762582863
TGRH88_045980,1961,1642,0.759391112,0.798551436
TGRH88_045340,1962,2082,0.759268353,0.744537196
TGRH88_060030,1963,2330,0.759145593,0.714092806
TGRH88_066380,1964,1878,0.759022833,0.769580162
TGRH88_062580,1965,1740,0.758900074,0.786520992
TGRH88_076730,1966,2245,0.758777314,0.724527375
TGRH88_070000,1967,2220,0.758654554,0.727596366
TGRH88_007620,1968,1763,0.758531795,0.78369752
TGRH88_075140,1969,2044,0.758409035,0.749202062
TGRH88_071870,1970,2494,0.758286275,0.693960226
TGRH88_077770,1971,1746,0.758163516,0.785784434
TGRH88_073910,1972,1762,0.758040756,0.78382028
TGRH88_075380,1973,1870,0.757917997,0.770562239
TGRH88_047600,1974,1620,0.757795237,0.801252148
TGRH88_025190,1975,1842,0.757672477,0.773999509
TGRH88_029620,1976,1872,0.757549718,0.77031672
TGRH88_013640,1977,2532,0.757426958,0.68929536
TGRH88_022340,1978,1716,0.757304198,0.789467223
TGRH88_015340,1979,2158,0.757181439,0.735207464
TGRH88_001270,1980,1802,0.757058679,0.778909894
TGRH88_047300,1981,1747,0.756935919,0.785661674
TGRH88_049190,1982,2409,0.75681316,0.704394795
TGRH88_038570,1983,2344,0.7566904,0.712374171
TGRH88_046610,1984,1785,0.756567641,0.780996808
TGRH88_023530,1985,2373,0.756444881,0.708814142
TGRH88_077640,1986,2434,0.756322121,0.701325804
TGRH88_014190,1987,2060,0.756199362,0.747237908
TGRH88_016690,1988,2085,0.756076602,0.744168917
TGRH88_002190,1989,2503,0.755953842,0.692855389
TGRH88_084900,1990,2444,0.755831083,0.700098208
TGRH88_051460,1991,1955,0.755708323,0.76012767
TGRH88_017200,1992,2149,0.755585563,0.736312301
TGRH88_078700,1993,1801,0.755462804,0.779032654
TGRH88_021970,1994,1936,0.755340044,0.762460103
TGRH88_013100,1995,2163,0.755217285,0.734593666
TGRH88_057120,1996,1663,0.755094525,0.795973484
TGRH88_068810,1997,2013,0.754971765,0.753007611
TGRH88_050290,1998,1768,0.754849006,0.783083722
TGRH88_070120,1999,1877,0.754726246,0.769702922
TGRH88_044540,2000,1722,0.754603486,0.788730665
TGRH88_047710,2001,1974,0.754480727,0.757795237
TGRH88_018900,2002,2443,0.754357967,0.700220967
TGRH88_052930,2003,1913,0.754235207,0.765283575
TGRH88_001720,2004,1884,0.754112448,0.768843604
TGRH88_052190,2005,1662,0.753989688,0.796096244
TGRH88_003390,2006,2139,0.753866929,0.737539897
TGRH88_075570,2007,1757,0.753744169,0.784434078
TGRH88_061960,2008,2131,0.753621409,0.738521974
TGRH88_016150,2009,2010,0.75349865,0.75337589
TGRH88_028690,2010,1887,0.75337589,0.768475325
TGRH88_036980,2011,1598,0.75325313,0.80395286
TGRH88_058610,2012,1817,0.753130371,0.7770685
TGRH88_018350,2013,2337,0.753007611,0.713233489
TGRH88_074930,2014,1814,0.752884851,0.777436779
TGRH88_039050,2015,2039,0.752762092,0.749815861
TGRH88_074290,2016,1964,0.752639332,0.759022833
TGRH88_077480,2017,1852,0.752516573,0.772771913
TGRH88_016140,2018,1849,0.752393813,0.773140192
TGRH88_050630,2019,2388,0.752271053,0.706972747
TGRH88_079430,2020,1960,0.752148294,0.759513872
TGRH88_006740,2021,2247,0.752025534,0.724281856
TGRH88_073080,2022,2517,0.751902774,0.691136754
TGRH88_023560,2023,1737,0.751780015,0.786889271
TGRH88_014960,2024,2170,0.751657255,0.733734348
TGRH88_040550,2025,1790,0.751534495,0.78038301
TGRH88_076320,2026,2269,0.751411736,0.721581144
TGRH88_051870,2027,1758,0.751288976,0.784311318
TGRH88_006840,2028,1910,0.751166217,0.765651854
TGRH88_035500,2029,2297,0.751043457,0.718143874
TGRH88_028030,2030,1710,0.750920697,0.790203781
TGRH88_078420,2031,2412,0.750797938,0.704026516
TGRH88_075460,2032,1893,0.750675178,0.767738767
TGRH88_078360,2033,1902,0.750552418,0.766633931
TGRH88_054300,2034,1927,0.750429659,0.76356494
TGRH88_013320,2035,2089,0.750306899,0.743677879
TGRH88_041320,2036,2537,0.750184139,0.688681562
TGRH88_030340,2037,1984,0.75006138,0.756567641
TGRH88_002500,2038,1706,0.74993862,0.79069482
TGRH88_036160,2039,2525,0.749815861,0.690154677
TGRH88_012480,2040,2084,0.749693101,0.744291677
TGRH88_004880,2041,1707,0.749570341,0.79057206
TGRH88_065680,2042,2354,0.749447582,0.711146575
TGRH88_013800,2043,2049,0.749324822,0.748588264
TGRH88_015470,2044,2431,0.749202062,0.701694083
TGRH88_070350,2045,2491,0.749079303,0.694328505
TGRH88_004620,2046,2186,0.748956543,0.731770194
TGRH88_019690,2047,1909,0.748833783,0.765774613
TGRH88_072630,2048,1938,0.748711024,0.762214584
TGRH88_031940,2049,2326,0.748588264,0.714583845
TGRH88_062020,2050,1965,0.748465505,0.758900074
TGRH88_020150,2051,1791,0.748342745,0.78026025
TGRH88_037300,2052,2401,0.748219985,0.705376872
TGRH88_022450,2053,2110,0.748097226,0.741099926
TGRH88_005870,2054,2335,0.747974466,0.713479008
TGRH88_009660,2055,2130,0.747851706,0.738644734
TGRH88_045960,2056,1701,0.747728947,0.791308618
TGRH88_040770,2057,1837,0.747606187,0.774613307
TGRH88_014280,2058,1713,0.747483427,0.789835502
TGRH88_035800,2059,1841,0.747360668,0.774122269
TGRH88_031400,2060,2462,0.747237908,0.697888534
TGRH88_069790,2061,1732,0.747115149,0.787503069
TGRH88_032580,2062,2636,0.746992389,0.676528357
TGRH88_009800,2063,1767,0.746869629,0.783206482
TGRH88_028980,2064,1691,0.74674687,0.792536214
TGRH88_057620,2065,1845,0.74662411,0.77363123
TGRH88_001160,2066,1819,0.74650135,0.776822981
TGRH88_025060,2067,2618,0.746378591,0.678738031
TGRH88_011010,2068,2032,0.746255831,0.750675178
TGRH88_004890,2069,1912,0.746133071,0.765406334
TGRH88_048640,2070,1979,0.746010312,0.757181439
TGRH88_050330,2071,2073,0.745887552,0.745642033
TGRH88_079290,2072,1868,0.745764793,0.770807758
TGRH88_017870,2073,2268,0.745642033,0.721703904
TGRH88_025790,2074,2490,0.745519273,0.694451264
TGRH88_038030,2075,2045,0.745396514,0.749079303
TGRH88_070030,2076,2270,0.745273754,0.721458384
TGRH88_064090,2077,1858,0.745150994,0.772035355
TGRH88_026030,2078,1765,0.745028235,0.783452001
TGRH88_037720,2079,1826,0.744905475,0.775963663
TGRH88_019610,2080,1694,0.744782715,0.792167935
TGRH88_040540,2081,2153,0.744659956,0.735821262
TGRH88_001840,2082,2023,0.744537196,0.751780015
TGRH88_077580,2083,2118,0.744414437,0.740117849
TGRH88_068060,2084,2630,0.744291677,0.677264915
TGRH88_028210,2085,2067,0.744168917,0.746378591
TGRH88_046730,2086,2540,0.744046158,0.688313283
TGRH88_014850,2087,2074,0.743923398,0.745519273
TGRH88_046260,2088,2075,0.743800638,0.745396514
TGRH88_060570,2089,1876,0.743677879,0.769825681
TGRH88_054250,2090,2058,0.743555119,0.747483427
TGRH88_046340,2091,1958,0.743432359,0.759759391
TGRH88_043320,2092,1968,0.7433096,0.758531795
TGRH88_040140,2093,1905,0.74318684,0.766265652
TGRH88_001350,2094,2348,0.743064081,0.711883133
TGRH88_031500,2095,2031,0.742941321,0.750797938
TGRH88_007040,2096,2008,0.742818561,0.753621409
TGRH88_037630,2097,2111,0.742695802,0.740977167
TGRH88_038010,2098,2261,0.742573042,0.722563221
TGRH88_054330,2099,1914,0.742450282,0.765160815
TGRH88_010030,2100,2080,0.742327523,0.744782715
TGRH88_041560,2101,1738,0.742204763,0.786766511
TGRH88_070820,2102,2179,0.742082003,0.732629511
TGRH88_064500,2103,2121,0.741959244,0.73974957
TGRH88_045720,2104,1941,0.741836484,0.761846305
TGRH88_072520,2105,1743,0.741713725,0.786152713
TGRH88_063150,2106,1689,0.741590965,0.792781733
TGRH88_065200,2107,2342,0.741468205,0.712619691
TGRH88_062430,2108,2194,0.741345446,0.730788117
TGRH88_043680,2109,2148,0.741222686,0.73643506
TGRH88_055260,2110,2461,0.741099926,0.698011294
TGRH88_034560,2111,2051,0.740977167,0.748342745
TGRH88_019460,2112,1897,0.740854407,0.767247729
TGRH88_024570,2113,2329,0.740731647,0.714215566
TGRH88_035670,2114,2065,0.740608888,0.74662411
TGRH88_040610,2115,2021,0.740486128,0.752025534
TGRH88_042730,2116,2212,0.740363369,0.728578443
TGRH88_069540,2117,2361,0.740240609,0.710287258
TGRH88_002260,2118,2176,0.740117849,0.73299779
TGRH88_066340,2119,2273,0.73999509,0.721090106
TGRH88_005440,2120,2352,0.73987233,0.711392094
TGRH88_049420,2121,1975,0.73974957,0.757672477
TGRH88_018850,2122,1999,0.739626811,0.754726246
TGRH88_017580,2123,1855,0.739504051,0.772403634
TGRH88_067300,2124,2150,0.739381291,0.736189541
TGRH88_050900,2125,2584,0.739258532,0.682911859
TGRH88_007210,2126,2508,0.739135772,0.692241591
TGRH88_016350,2127,1934,0.739013013,0.762705622
TGRH88_063200,2128,2216,0.738890253,0.728087405
TGRH88_002200,2129,2172,0.738767493,0.733488829
TGRH88_040180,2130,1818,0.738644734,0.77694574
TGRH88_044140,2131,2043,0.738521974,0.749324822
TGRH88_049150,2132,2159,0.738399214,0.735084704
TGRH88_070930,2133,2099,0.738276455,0.742450282
TGRH88_063350,2134,2086,0.738153695,0.744046158
TGRH88_032010,2135,2162,0.738030935,0.734716425
TGRH88_071200,2136,2643,0.737908176,0.67566904
TGRH88_010820,2137,2445,0.737785416,0.699975448
TGRH88_005270,2138,2599,0.737662657,0.681070464
TGRH88_041200,2139,1862,0.737539897,0.771544316
TGRH88_082170,2140,2509,0.737417137,0.692118831
TGRH88_027830,2141,1769,0.737294378,0.782960962
TGRH88_042640,2142,1869,0.737171618,0.770684999
TGRH88_015310,2143,2005,0.737048858,0.753989688
TGRH88_086300,2144,2638,0.736926099,0.676282838
TGRH88_070190,2145,2007,0.736803339,0.753744169
TGRH88_037100,2146,1773,0.736680579,0.782469924
TGRH88_041460,2147,2370,0.73655782,0.709182421
TGRH88_021320,2148,2083,0.73643506,0.744414437
TGRH88_003530,2149,2496,0.736312301,0.693714707
TGRH88_028300,2150,1731,0.736189541,0.787625829
TGRH88_018930,2151,2011,0.736066781,0.75325313
TGRH88_021120,2152,2687,0.735944022,0.670267616
TGRH88_079800,2153,1946,0.735821262,0.761232507
TGRH88_030640,2154,2157,0.735698502,0.735330223
TGRH88_049880,2155,2486,0.735575743,0.694942303
TGRH88_038050,2156,1778,0.735452983,0.781856126
TGRH88_051430,2157,2156,0.735330223,0.735452983
TGRH88_081650,2158,1764,0.735207464,0.783574761
TGRH88_071570,2159,1904,0.735084704,0.766388411
TGRH88_082600,2160,2368,0.734961945,0.70942794
TGRH88_068160,2161,2124,0.734839185,0.739381291
TGRH88_081180,2162,1807,0.734716425,0.778296096
TGRH88_045990,2163,2046,0.734593666,0.748956543
TGRH88_043430,2164,1865,0.734470906,0.771176037
TGRH88_056360,2165,2454,0.734348146,0.698870611
TGRH88_059540,2166,1906,0.734225387,0.766142892
TGRH88_080290,2167,2026,0.734102627,0.751411736
TGRH88_037760,2168,2233,0.733979867,0.726000491
TGRH88_042140,2169,2292,0.733857108,0.718757672
TGRH88_000100,2170,2367,0.733734348,0.7095507
TGRH88_046830,2171,2196,0.733611589,0.730542598
TGRH88_032070,2172,2621,0.733488829,0.678369752
TGRH88_065220,2173,2119,0.733366069,0.73999509
TGRH88_039180,2174,2024,0.73324331,0.751657255
TGRH88_014630,2175,2685,0.73312055,0.670513135
TGRH88_079690,2176,2096,0.73299779,0.742818561
TGRH88_020780,2177,2460,0.732875031,0.698134054
TGRH88_022180,2178,2136,0.732752271,0.737908176
TGRH88_018700,2179,2122,0.732629511,0.739626811
TGRH88_031170,2180,1895,0.732506752,0.767493248
TGRH88_024990,2181,1856,0.732383992,0.772280874
TGRH88_029080,2182,1822,0.732261233,0.776454702
TGRH88_027220,2183,2550,0.732138473,0.687085686
TGRH88_054200,2184,2386,0.732015713,0.707218267
TGRH88_064700,2185,2678,0.731892954,0.671372453
TGRH88_040010,2186,2151,0.731770194,0.736066781
TGRH88_053850,2187,2320,0.731647434,0.715320403
TGRH88_007150,2188,2223,0.731524675,0.727228087
TGRH88_073700,2189,2514,0.731401915,0.691505033
TGRH88_045040,2190,2048,0.731279155,0.748711024
TGRH88_049140,2191,1981,0.731156396,0.756935919
TGRH88_067790,2192,1956,0.731033636,0.76000491
TGRH88_008590,2193,2251,0.730910877,0.723790818
TGRH88_018120,2194,1993,0.730788117,0.755462804
TGRH88_031590,2195,2712,0.730665357,0.667198625
TGRH88_035840,2196,1835,0.730542598,0.774858826
TGRH88_020060,2197,2473,0.730419838,0.696538178
TGRH88_062570,2198,1789,0.730297078,0.78050577
TGRH88_001850,2199,2524,0.730174319,0.690277437
TGRH88_029950,2200,2312,0.730051559,0.71630248
TGRH88_081560,2201,2181,0.729928799,0.732383992
TGRH88_068410,2202,1839,0.72980604,0.774367788
TGRH88_048520,2203,2423,0.72968328,0.70267616
TGRH88_044620,2204,2289,0.729560521,0.719125951
TGRH88_014710,2205,2208,0.729437761,0.729069482
TGRH88_056510,2206,1973,0.729315001,0.757917997
TGRH88_042950,2207,2398,0.729192242,0.705745151
TGRH88_057640,2208,1915,0.729069482,0.765038055
TGRH88_048550,2209,1931,0.728946722,0.763073901
TGRH88_085900,2210,2594,0.728823963,0.681684262
TGRH88_053250,2211,2061,0.728701203,0.747115149
TGRH88_052570,2212,2415,0.728578443,0.703658237
TGRH88_050500,2213,2718,0.728455684,0.666462067
TGRH88_058500,2214,2606,0.728332924,0.680211147
TGRH88_086460,2215,2627,0.728210164,0.677633194
TGRH88_059630,2216,2441,0.728087405,0.700466487
TGRH88_059750,2217,2029,0.727964645,0.751043457
TGRH88_017590,2218,2767,0.727841886,0.660446845
TGRH88_042200,2219,2704,0.727719126,0.668180702
TGRH88_045280,2220,1925,0.727596366,0.763810459
TGRH88_068840,2221,2340,0.727473607,0.71286521
TGRH88_023540,2222,2314,0.727350847,0.71605696
TGRH88_022530,2223,2402,0.727228087,0.705254112
TGRH88_030180,2224,2376,0.727105328,0.708445863
TGRH88_076690,2225,2042,0.726982568,0.749447582
TGRH88_069050,2226,2362,0.726859808,0.710164498
TGRH88_025980,2227,2676,0.726737049,0.671617972
TGRH88_000950,2228,2450,0.726614289,0.69936165
TGRH88_036970,2229,2317,0.72649153,0.715688682
TGRH88_078000,2230,2332,0.72636877,0.713847287
TGRH88_051380,2231,2050,0.72624601,0.748465505
TGRH88_066970,2232,2364,0.726123251,0.709918979
TGRH88_020520,2233,2577,0.726000491,0.683771176
TGRH88_081700,2234,2214,0.725877731,0.728332924
TGRH88_075890,2235,2114,0.725754972,0.740608888
TGRH88_082380,2236,1735,0.725632212,0.78713479
TGRH88_066370,2237,2602,0.725509452,0.680702185
TGRH88_023490,2238,2000,0.725386693,0.754603486
TGRH88_036830,2239,2794,0.725263933,0.657132335
TGRH88_013010,2240,2303,0.725141174,0.717407316
TGRH88_080770,2241,2284,0.725018414,0.71973975
TGRH88_027380,2242,2730,0.724895654,0.664988952
TGRH88_083230,2243,1782,0.724772895,0.781365087
TGRH88_026230,2244,2528,0.724650135,0.689786398
TGRH88_026150,2245,2568,0.724527375,0.684876013
TGRH88_011020,2246,1828,0.724404616,0.775718144
TGRH88_048710,2247,2195,0.724281856,0.730665357
TGRH88_073500,2248,2161,0.724159096,0.734839185
TGRH88_021450,2249,2105,0.724036337,0.741713725
TGRH88_024190,2250,2629,0.723913577,0.677387675
TGRH88_002520,2251,2556,0.723790818,0.686349128
TGRH88_006610,2252,2651,0.723668058,0.674686963
TGRH88_062010,2253,1978,0.723545298,0.757304198
TGRH88_022090,2254,2499,0.723422539,0.693346428
TGRH88_052470,2255,2053,0.723299779,0.748097226
TGRH88_008190,2256,2547,0.723177019,0.687453965
TGRH88_081630,2257,2310,0.72305426,0.716547999
TGRH88_033390,2258,2565,0.7229315,0.685244292
TGRH88_012660,2259,2578,0.72280874,0.683648416
TGRH88_003930,2260,2420,0.722685981,0.703044439
TGRH88_043030,2261,1919,0.722563221,0.764547017
TGRH88_026160,2262,2160,0.722440462,0.734961945
TGRH88_012990,2263,2191,0.722317702,0.731156396
TGRH88_007320,2264,2673,0.722194942,0.671986251
TGRH88_028270,2265,2389,0.722072183,0.706849988
TGRH88_056700,2266,2165,0.721949423,0.734348146
TGRH88_025440,2267,2353,0.721826663,0.711269335
TGRH88_051420,2268,2022,0.721703904,0.751902774
TGRH88_019920,2269,1867,0.721581144,0.770930518
TGRH88_077820,2270,1888,0.721458384,0.768352566
TGRH88_071180,2271,2805,0.721335625,0.655781979
TGRH88_015380,2272,2229,0.721212865,0.72649153
TGRH88_035680,2273,2316,0.721090106,0.715811441
TGRH88_060210,2274,2333,0.720967346,0.713724527
TGRH88_025070,2275,2416,0.720844586,0.703535478
TGRH88_057920,2276,2146,0.720721827,0.736680579
TGRH88_001460,2277,2116,0.720599067,0.740363369
TGRH88_027170,2278,2275,0.720476307,0.720844586
TGRH88_049240,2279,2252,0.720353548,0.723668058
TGRH88_016630,2280,2659,0.720230788,0.673704886
TGRH88_026450,2281,2169,0.720108028,0.733857108
TGRH88_046420,2282,2177,0.719985269,0.732875031
TGRH88_022250,2283,2534,0.719862509,0.68904984
TGRH88_008120,2284,2278,0.71973975,0.720476307
TGRH88_011120,2285,2016,0.71961699,0.752639332
TGRH88_045210,2286,2264,0.71949423,0.722194942
TGRH88_024510,2287,2506,0.719371471,0.69248711
TGRH88_014150,2288,2267,0.719248711,0.721826663
TGRH88_072900,2289,2414,0.719125951,0.703780997
TGRH88_024900,2290,2095,0.719003192,0.742941321
TGRH88_087780,2291,2611,0.718880432,0.679597348
TGRH88_035070,2292,2505,0.718757672,0.69260987
TGRH88_061280,2293,1961,0.718634913,0.759391112
TGRH88_043990,2294,2438,0.718512153,0.700834766
TGRH88_028720,2295,2001,0.718389394,0.754480727
TGRH88_017720,2296,2400,0.718266634,0.705499632
TGRH88_055220,2297,1954,0.718143874,0.76025043
TGRH88_017800,2298,2308,0.718021115,0.716793518
TGRH88_023390,2299,1875,0.717898355,0.769948441
TGRH88_058670,2300,2108,0.717775595,0.741345446
TGRH88_059270,2301,2557,0.717652836,0.686226369
TGRH88_009000,2302,2530,0.717530076,0.689540879
TGRH88_060460,2303,2205,0.717407316,0.729437761
TGRH88_013740,2304,2315,0.717284557,0.715934201
TGRH88_029850,2305,2863,0.717161797,0.64866192
TGRH88_054540,2306,2174,0.717039038,0.73324331
TGRH88_079230,2307,2296,0.716916278,0.718266634
TGRH88_009290,2308,1988,0.716793518,0.756076602
TGRH88_014210,2309,2787,0.716670759,0.657991652
TGRH88_067680,2310,2358,0.716547999,0.710655536
TGRH88_066290,2311,2112,0.716425239,0.740854407
TGRH88_068900,2312,2280,0.71630248,0.720230788
TGRH88_027970,2313,2391,0.71617972,0.706604468
TGRH88_029000,2314,2671,0.71605696,0.67223177
TGRH88_004150,2315,2201,0.715934201,0.729928799
TGRH88_033990,2316,2283,0.715811441,0.719862509
TGRH88_048720,2317,2660,0.715688682,0.673582126
TGRH88_035100,2318,1967,0.715565922,0.758654554
TGRH88_010370,2319,2397,0.715443162,0.705867911
TGRH88_022220,2320,2017,0.715320403,0.752516573
TGRH88_046750,2321,2430,0.715197643,0.701816843
TGRH88_014860,2322,2341,0.715074883,0.71274245
TGRH88_010080,2323,2589,0.714952124,0.68229806
TGRH88_043140,2324,2168,0.714829364,0.733979867
TGRH88_011960,2325,1882,0.714706604,0.769089123
TGRH88_016900,2326,2604,0.714583845,0.680456666
TGRH88_057630,2327,2106,0.714461085,0.741590965
TGRH88_082720,2328,2113,0.714338326,0.740731647
TGRH88_070760,2329,2298,0.714215566,0.718021115
TGRH88_049770,2330,2365,0.714092806,0.709796219
TGRH88_048910,2331,2279,0.713970047,0.720353548
TGRH88_009180,2332,2180,0.713847287,0.732506752
TGRH88_022630,2333,2185,0.713724527,0.731892954
TGRH88_070950,2334,2484,0.713601768,0.695187822
TGRH88_075520,2335,2554,0.713479008,0.686594648
TGRH88_058450,2336,2057,0.713356248,0.747606187
TGRH88_024060,2337,2539,0.713233489,0.688436042
TGRH88_055890,2338,2338,0.713110729,0.713110729
TGRH88_021550,2339,2699,0.71298797,0.6687945
TGRH88_036840,2340,1918,0.71286521,0.764669777
TGRH88_033300,2341,2395,0.71274245,0.70611343
TGRH88_043930,2342,2078,0.712619691,0.745028235
TGRH88_017430,2343,2399,0.712496931,0.705622391
TGRH88_000270,2344,2249,0.712374171,0.724036337
TGRH88_021090,2345,2930,0.712251412,0.640437024
TGRH88_054190,2346,2664,0.712128652,0.673091088
TGRH88_068200,2347,2306,0.712005892,0.717039038
TGRH88_046410,2348,1966,0.711883133,0.758777314
TGRH88_037810,2349,2600,0.711760373,0.680947704
TGRH88_074380,2350,2125,0.711637614,0.739258532
TGRH88_035640,2351,2313,0.711514854,0.71617972
TGRH88_031090,2352,2235,0.711392094,0.725754972
TGRH88_009160,2353,2597,0.711269335,0.681315983
TGRH88_030310,2354,2511,0.711146575,0.691873312
TGRH88_031370,2355,2498,0.711023815,0.693469187
TGRH88_040750,2356,2152,0.710901056,0.735944022
TGRH88_049170,2357,2876,0.710778296,0.647066045
TGRH88_075820,2358,2107,0.710655536,0.741468205
TGRH88_086290,2359,2324,0.710532777,0.714829364
TGRH88_019190,2360,2248,0.710410017,0.724159096
TGRH88_070460,2361,1977,0.710287258,0.757426958
TGRH88_038680,2362,2188,0.710164498,0.731524675
TGRH88_028560,2363,2926,0.710041738,0.640928063
TGRH88_012430,2364,2390,0.709918979,0.706727228
TGRH88_020300,2365,1916,0.709796219,0.764915296
TGRH88_030440,2366,2379,0.709673459,0.708077584
TGRH88_022770,2367,2359,0.7095507,0.710532777
TGRH88_015770,2368,2133,0.70942794,0.738276455
TGRH88_037070,2369,1992,0.70930518,0.755585563
TGRH88_002650,2370,2231,0.709182421,0.72624601
TGRH88_015650,2371,2285,0.709059661,0.71961699
TGRH88_029310,2372,2866,0.708936902,0.648293641
TGRH88_060190,2373,2142,0.708814142,0.737171618
TGRH88_032430,2374,2957,0.708691382,0.637122514
TGRH88_064690,2375,1923,0.708568623,0.764055978
TGRH88_042070,2376,2183,0.708445863,0.732138473
TGRH88_063830,2377,2260,0.708323103,0.722685981
TGRH88_045240,2378,2018,0.708200344,0.752393813
TGRH88_026810,2379,2207,0.708077584,0.729192242
TGRH88_041310,2380,2916,0.707954824,0.642155659
TGRH88_059420,2381,2281,0.707832065,0.720108028
TGRH88_046860,2382,2719,0.707709305,0.666339308
TGRH88_039380,2383,2383,0.707586546,0.707586546
TGRH88_002310,2384,2305,0.707463786,0.717161797
TGRH88_010850,2385,2464,0.707341026,0.697643015
TGRH88_065250,2386,2829,0.707218267,0.652835748
TGRH88_029740,2387,2215,0.707095507,0.728210164
TGRH88_080720,2388,2483,0.706972747,0.695310582
TGRH88_054230,2389,2672,0.706849988,0.672109011
TGRH88_060350,2390,2552,0.706727228,0.686840167
TGRH88_042390,2391,2221,0.706604468,0.727473607
TGRH88_020710,2392,2749,0.706481709,0.662656519
TGRH88_027760,2393,2259,0.706358949,0.72280874
TGRH88_076970,2394,2591,0.70623619,0.682052541
TGRH88_004440,2395,2575,0.70611343,0.684016695
TGRH88_037750,2396,2520,0.70599067,0.690768475
TGRH88_079520,2397,2407,0.705867911,0.704640314
TGRH88_012640,2398,2934,0.705745151,0.639945986
TGRH88_085180,2399,2928,0.705622391,0.640682544
TGRH88_040410,2400,2476,0.705499632,0.696169899
TGRH88_082540,2401,2014,0.705376872,0.752884851
TGRH88_022510,2402,2129,0.705254112,0.738767493
TGRH88_069980,2403,2069,0.705131353,0.746133071
TGRH88_053540,2404,2828,0.705008593,0.652958507
TGRH88_039250,2405,2479,0.704885834,0.69580162
TGRH88_002590,2406,2003,0.704763074,0.754235207
TGRH88_019090,2407,2309,0.704640314,0.716670759
TGRH88_032160,2408,2068,0.704517555,0.746255831
TGRH88_081370,2409,1996,0.704394795,0.755094525
TGRH88_068040,2410,2720,0.704272035,0.666216548
TGRH88_007820,2411,2466,0.704149276,0.697397496
