Conf_B,Tz_RNA,Linear_B,Net_C,T-cell Score,Exposed,GRAVY,Protein
5326.0,7077.0,5404.5,3800.0,4719.0,1573.5,147.0,TGRH88_010180
2368.0,4018.5,5404.5,3364.5,2696.0,191.5,1491.0,TGRH88_010190
5586.0,7689.5,5404.5,6235.0,7740.5,6235.5,3635.5,TGRH88_010200
4920.5,2397.5,734.5,4877.0,5625.0,678.0,2745.5,TGRH88_010210
5000.0,5564.5,5404.5,1552.5,2559.0,6235.5,996.0,TGRH88_010220
7097.0,665.5,5404.5,7078.0,645.0,2562.0,5734.0,TGRH88_010230
3787.0,5878.0,5404.5,1992.5,4081.5,3300.0,2383.5,TGRH88_010240
4387.5,6842.5,163.0,2206.5,8047.0,6235.5,8115.0,TGRH88_010250
7097.0,7689.5,5404.5,2982.5,3507.0,6235.5,6775.0,TGRH88_010260
7097.0,5820.0,5404.5,4877.0,331.0,1371.0,5031.0,TGRH88_010270
4455.0,4076.0,5404.5,4646.5,4934.0,6235.5,3013.0,TGRH88_010280
4566.0,5820.0,5404.5,5796.0,3327.5,6235.5,1075.0,TGRH88_010290
3770.0,1810.5,2321.0,6789.5,6056.0,6235.5,4867.5,TGRH88_010300
2824.0,1557.5,5404.5,6089.0,1226.0,6235.5,1979.5,TGRH88_010310
7097.0,6481.0,5404.5,2158.0,3099.0,678.0,3759.5,TGRH88_010320
1633.0,4515.5,5404.5,1998.0,3561.0,6235.5,2431.0,TGRH88_010330
7097.0,2628.5,5404.5,905.0,1674.0,2811.0,4408.0,TGRH88_010340
542.0,2298.5,5404.5,2718.0,1351.0,6235.5,6586.0,TGRH88_010350
2079.5,5702.0,1505.0,4356.5,6599.0,191.5,6770.0,TGRH88_010360
2628.5,4647.0,5404.5,2334.5,763.5,678.0,170.0,TGRH88_010370
1743.0,5634.0,5404.5,3408.5,7467.5,6235.5,5654.0,TGRH88_010380
7097.0,882.5,2321.0,5219.0,959.5,678.0,3621.0,TGRH88_010390
7097.0,3190.0,5404.5,3940.5,503.5,3989.5,2512.5,TGRH88_010400
3353.5,3962.0,5404.5,6789.5,8047.0,2978.5,6903.5,TGRH88_010410
7097.0,4018.5,5404.5,5963.0,1169.0,678.0,3826.5,TGRH88_010420
7097.0,1261.0,1489.5,4.0,6740.5,1851.0,6711.5,TGRH88_010430
2203.0,2443.0,5404.5,2741.5,4775.5,6235.5,5324.0,TGRH88_010440
7097.0,2828.0,5404.5,494.0,575.5,3989.5,4967.5,TGRH88_010450
7097.0,3109.5,5404.5,722.0,257.5,2428.0,3080.0,TGRH88_010460
2736.0,6260.5,2321.0,5260.0,5537.5,6235.5,4925.0,TGRH88_010470
5111.5,7077.0,2155.5,3817.5,7621.5,2273.5,3111.0,TGRH88_010480
4870.0,2037.5,5404.5,4667.0,5302.5,1845.5,1423.5,TGRH88_010490
3551.0,3231.0,651.0,4580.5,7044.5,2057.0,1605.5,TGRH88_010500
555.0,4139.0,5404.5,7010.0,4051.0,6235.5,8080.0,TGRH88_010510
998.0,3000.0,5404.5,8052.0,1549.0,191.5,1104.5,TGRH88_010520
3863.0,5247.5,1181.5,2608.0,4585.5,1109.5,873.5,TGRH88_010530
971.5,1544.0,5404.5,1399.0,4864.5,6235.5,4978.0,TGRH88_010540
7097.0,5319.5,5404.5,3745.5,922.0,6235.5,5120.5,TGRH88_010550
7097.0,3273.5,1066.5,1947.5,1156.0,6235.5,4897.5,TGRH88_010560
5804.5,2628.5,2555.5,6624.5,4878.5,6235.5,3280.5,TGRH88_010570
403.5,6152.5,5404.5,2089.0,2345.0,6235.5,6416.5,TGRH88_010580
1781.5,5382.0,5404.5,4452.0,3992.0,6235.5,4597.5,TGRH88_010590
4887.5,5702.0,872.0,7473.5,8047.0,6235.5,3871.0,TGRH88_010600
3707.0,2967.0,5404.5,5032.0,5378.0,678.0,4925.0,TGRH88_010610
4298.0,365.5,1505.0,8052.0,4022.0,6235.5,4401.0,TGRH88_010620
4405.0,6394.5,5404.5,6679.0,5910.0,1893.0,5881.0,TGRH88_010630
2153.0,4018.5,5404.5,2836.5,3099.0,6235.5,3497.0,TGRH88_010640
4129.5,5878.0,880.5,6934.0,7793.0,2121.5,4740.0,TGRH88_010650
994.5,5043.0,5404.5,7753.5,5175.0,6235.5,6363.5,TGRH88_010660
2726.5,2397.5,5404.5,6716.5,1677.0,678.0,1040.0,TGRH88_010670
2780.5,3273.5,5404.5,6467.5,5807.0,6235.5,4663.5,TGRH88_010680
5090.5,7689.5,5404.5,3715.5,8047.0,6235.5,6267.5,TGRH88_010690
2692.0,605.5,1622.5,3911.5,1631.5,2075.0,2479.0,TGRH88_010700
5153.0,323.0,2555.5,7052.0,7702.0,2658.5,4025.5,TGRH88_010710
7097.0,7689.5,5404.5,2217.5,4118.5,6235.5,2483.0,TGRH88_010720
5206.0,103.0,922.0,2242.5,4036.5,6235.5,7041.0,TGRH88_010730
4552.5,1509.0,5404.5,7729.5,4014.5,6235.5,1518.0,TGRH88_010740
3520.0,2592.0,5404.5,5539.0,2248.5,1026.0,93.0,TGRH88_010750
7097.0,2327.0,1088.0,1007.0,447.0,6235.5,5326.0,TGRH88_010760
7097.0,6705.5,762.5,6970.5,1592.5,6235.5,6520.0,TGRH88_010770
5674.0,2865.0,5404.5,3442.5,7389.5,6235.5,3443.0,TGRH88_010780
5297.5,2902.0,5404.5,2158.0,6043.5,6235.5,4443.0,TGRH88_010790
2435.5,1921.5,5404.5,2994.5,2023.0,2586.0,1224.0,TGRH88_010800
1866.0,6324.0,5404.5,1947.5,6278.5,6235.5,7003.5,TGRH88_010810
2897.5,6481.0,140.0,1760.5,6621.0,6235.5,7576.0,TGRH88_010820
4409.0,1648.5,5404.5,6970.5,3854.5,678.0,214.0,TGRH88_010830
3602.0,7077.0,49.0,1434.5,6680.0,6235.5,7607.0,TGRH88_010840
940.5,3541.5,5404.5,6443.5,1560.5,6235.5,4346.5,TGRH88_010850
887.0,2226.0,326.0,3557.5,941.5,1109.5,902.0,TGRH88_010860
4315.5,6204.0,2321.0,4915.0,4795.5,2120.0,1276.0,TGRH88_010870
3391.0,6324.0,1905.5,3893.0,6933.5,1371.0,1460.0,TGRH88_010880
4045.0,5634.0,1590.5,6134.5,7766.5,1529.5,922.5,TGRH88_010890
3919.5,4973.0,1695.5,7323.5,7904.0,1702.5,1169.5,TGRH88_010900
4780.0,2828.0,1171.0,5796.0,5888.0,2693.0,3138.0,TGRH88_010910
7097.0,7689.5,5404.5,2341.5,3087.5,6235.5,5015.0,TGRH88_010920
1399.5,4830.0,5404.5,4531.0,6141.0,3989.5,1682.5,TGRH88_010930
3374.5,1195.0,1590.5,6716.5,3687.5,6235.5,4556.0,TGRH88_010940
5882.0,1166.5,5404.5,7618.0,2366.5,1339.5,11.0,TGRH88_010950
5171.0,107.5,1181.5,1819.0,6542.0,6235.5,3841.5,TGRH88_010960
4816.0,688.0,2252.5,8074.0,6720.0,6235.5,1941.0,TGRH88_010970
4942.0,6842.5,5404.5,8074.0,5484.5,6235.5,1788.0,TGRH88_010980
2462.0,3315.0,5404.5,3951.0,1906.0,6235.5,2732.5,TGRH88_010990
7097.0,6589.0,5404.5,85.0,59.0,2686.5,6991.5,TGRH88_011000
1416.5,3850.5,5404.5,4191.0,1670.0,1911.0,2084.5,TGRH88_011010
2561.5,1573.0,1318.5,6134.5,501.5,6235.5,1071.0,TGRH88_011020
2109.0,7689.5,1410.0,1543.5,6864.0,6235.5,6687.5,TGRH88_011030
5372.0,5504.5,2109.5,7352.0,3888.5,3989.5,4103.5,TGRH88_011040
7097.0,1533.0,5404.5,1489.0,6775.0,6235.5,3219.0,TGRH88_011050
1357.5,4139.0,5404.5,2188.0,2566.0,2902.0,7059.0,TGRH88_011060
837.0,3030.0,1430.0,1217.0,2146.5,1165.5,1498.0,TGRH88_011070
2052.5,3907.0,5404.5,4513.5,3296.5,2572.0,1167.0,TGRH88_011080
117.0,147.0,369.5,7352.0,1195.5,678.0,2029.5,TGRH88_011090
4904.0,1091.0,5404.5,3800.0,4088.5,3989.5,1111.0,TGRH88_011100
3927.5,1246.5,5404.5,3455.5,5987.0,6235.5,1816.0,TGRH88_011110
813.0,1312.5,5404.5,3121.5,3400.5,6235.5,6729.5,TGRH88_011120
5118.0,4900.5,5404.5,6934.0,3087.5,6235.5,2577.5,TGRH88_011130
4592.0,6324.0,5404.5,6662.0,3357.0,6235.5,4460.5,TGRH88_011140
1908.0,3364.0,5404.5,5983.0,4719.0,6235.5,2783.0,TGRH88_011150
1762.0,4767.5,5404.5,975.5,6627.5,6235.5,5069.5,TGRH88_011160
7097.0,1141.5,5404.5,605.0,153.0,1826.5,5267.5,TGRH88_011170
5129.0,6324.0,5404.5,4899.0,6796.5,6235.5,374.0,TGRH88_011180
2961.5,1023.0,5404.5,5479.0,4878.5,191.5,595.0,TGRH88_011190
5647.5,2276.0,5404.5,3876.5,3357.0,678.0,293.0,TGRH88_011200
7097.0,6204.0,2252.5,2440.0,1255.5,2917.5,4320.5,TGRH88_011210
3236.5,6589.0,5404.5,1656.5,7467.5,6235.5,5900.0,TGRH88_011220
2428.5,2443.0,5404.5,2348.0,847.0,1974.0,2953.0,TGRH88_011230
5672.0,768.5,5404.5,5260.0,3209.0,678.0,83.5,TGRH88_011240
1003.0,2592.0,1916.0,4259.5,2939.5,6235.5,4077.0,TGRH88_011250
7097.0,3364.0,5404.5,1702.0,261.0,191.5,3717.0,TGRH88_011260
2994.5,7689.5,1997.5,3832.0,4502.0,2887.5,172.0,TGRH88_011270
2738.0,7689.5,5404.5,7383.5,4237.5,6235.5,4204.0,TGRH88_011280
3866.0,6589.0,2252.5,7643.5,5021.0,191.5,2619.5,TGRH88_011290
7097.0,1491.5,5404.5,2540.0,1718.5,3598.5,6485.0,TGRH88_011300
5576.0,3586.0,5404.5,2490.5,4402.0,6235.5,5813.5,TGRH88_011310
5114.5,5634.0,5404.5,2949.0,5282.0,2860.5,573.0,TGRH88_011320
7097.0,5634.0,692.5,1807.5,722.5,3989.5,7383.0,TGRH88_011330
5525.0,7077.0,5404.5,7999.5,8047.0,6235.5,2461.0,TGRH88_011340
7097.0,7689.5,5404.5,6599.0,4480.0,6235.5,6233.0,TGRH88_011350
1835.0,7077.0,2203.0,80.0,7601.5,678.0,6634.5,TGRH88_011360
4283.5,566.0,5404.5,7522.0,1501.5,3775.0,2436.5,TGRH88_011370
1517.0,2226.0,5404.5,5074.0,3474.0,6235.5,5721.5,TGRH88_011380
5735.0,1622.5,848.5,7298.0,5414.0,4232.0,3768.0,TGRH88_011390
2976.0,6481.0,1389.0,3408.5,7757.5,191.5,4165.0,TGRH88_011400
5525.0,6842.5,1976.0,5983.0,7111.0,191.5,1244.0,TGRH88_011410
5082.0,5702.0,5404.5,3961.5,8047.0,6235.5,2585.5,TGRH88_011420
5369.5,3190.0,5404.5,6509.5,7835.5,191.5,562.0,TGRH88_011430
4852.0,2694.0,5404.5,3688.0,7851.0,2828.5,7193.0,TGRH88_011440
5873.5,716.5,5404.5,7411.0,8047.0,6235.5,7374.5,TGRH88_011450
3110.0,5443.5,2555.5,7965.0,3910.0,4175.5,3516.0,TGRH88_011460
7097.0,3795.5,5404.5,89.0,9.0,2004.0,1425.0,TGRH88_011470
3090.0,4018.5,5404.5,4306.5,6446.5,678.0,3080.0,TGRH88_011480
1144.5,4258.0,5404.5,3006.0,2127.0,6235.5,4488.5,TGRH88_011490
7097.0,6481.0,5404.5,3991.0,3433.0,6235.5,4158.5,TGRH88_011500
632.5,4076.0,1148.0,660.0,2800.0,6235.5,7110.0,TGRH88_011510
7097.0,7689.5,2058.0,619.0,5460.0,6235.5,7917.5,TGRH88_011520
7097.0,7689.5,5404.5,2234.0,5030.5,678.0,3729.0,TGRH88_011540
5190.0,7077.0,647.5,1427.0,6365.5,1807.5,5864.5,TGRH88_011560
539.0,2104.0,5404.5,7298.0,852.0,191.5,2752.5,TGRH88_011570
2200.5,4709.5,5404.5,5370.5,4219.0,1893.0,2559.5,TGRH88_011580
3939.0,970.5,5404.5,4851.5,7611.5,6235.5,7926.0,TGRH88_011590
4358.5,7689.5,208.5,1641.5,7012.0,3207.0,8038.0,TGRH88_011600
1546.0,3633.5,5404.5,947.0,800.0,3989.5,1936.5,TGRH88_011610
1656.5,4900.5,5404.5,4754.5,5546.0,6235.5,1744.0,TGRH88_011620
2902.0,3109.5,5404.5,3168.5,5021.0,3244.5,5478.5,TGRH88_011630
7097.0,7689.5,5404.5,2817.5,4502.0,2183.5,4733.0,TGRH88_011640
3154.5,1353.0,5404.5,7199.5,4005.5,678.0,112.0,TGRH88_011650
4996.0,7077.0,1861.0,2836.5,4956.5,6235.5,5446.0,TGRH88_011660
3835.5,1272.0,5404.5,2196.5,1964.0,3252.5,2143.0,TGRH88_011670
735.0,4258.0,5404.5,420.0,2258.0,3207.0,4048.0,TGRH88_011680
4409.0,7077.0,5404.5,6789.5,6221.5,6235.5,4108.5,TGRH88_011690
3041.0,1073.0,1527.0,2710.5,3263.0,6235.5,1758.0,TGRH88_011700
4074.0,2628.5,5404.5,7689.0,7054.0,191.5,1007.0,TGRH88_011710
1010.5,79.0,5404.5,2365.5,2107.0,6235.5,6258.5,TGRH88_011720
5386.5,69.0,5404.5,2533.0,5308.5,6235.5,7634.0,TGRH88_011730
3744.5,7077.0,33.0,3280.5,5526.0,191.5,3539.5,TGRH88_011740
4360.5,78.0,2555.5,4851.5,7478.0,6235.5,2009.0,TGRH88_011750
2981.0,3231.0,5404.5,2756.5,1993.0,2077.0,914.5,TGRH88_011760
3138.5,7077.0,1012.5,6277.5,6720.0,4175.5,4020.0,TGRH88_011770
3072.0,5171.0,5404.5,2274.5,7252.5,6235.5,7117.0,TGRH88_011780
1672.0,3685.0,5404.5,4067.0,5145.5,6235.5,8092.0,TGRH88_011790
7097.0,7689.5,2555.5,4019.5,12.0,2423.0,4077.0,TGRH88_011800
4064.0,3064.0,5404.5,3223.5,7728.0,6235.5,7510.5,TGRH88_011810
632.5,2628.5,5404.5,2131.5,3440.5,6235.5,4283.0,TGRH88_011820
3092.0,6045.0,5404.5,7161.0,2631.5,6235.5,1269.5,TGRH88_011830
7097.0,4258.0,5404.5,1698.5,426.5,2761.0,6564.0,TGRH88_011840
7097.0,2727.0,5404.5,1217.0,5322.0,6235.5,7908.0,TGRH88_011850
1633.0,4196.5,2631.0,4207.0,3949.0,1651.5,3881.0,TGRH88_011860
7097.0,3315.0,5404.5,537.0,724.0,3989.5,6283.0,TGRH88_011870
1070.0,5634.0,5404.5,5841.5,5668.5,3989.5,5734.0,TGRH88_011880
3200.5,248.5,5404.5,4259.5,5964.5,678.0,837.5,TGRH88_011890
7097.0,3850.5,2011.5,106.0,1783.0,6235.5,5684.0,TGRH88_011900
7097.0,3795.5,275.0,852.5,2914.5,6235.5,7730.0,TGRH88_011910
7097.0,7689.5,5404.5,6716.5,3595.5,3148.5,2355.0,TGRH88_011920
2718.5,6842.5,596.0,6734.5,3357.0,6235.5,4897.5,TGRH88_011940
2382.5,620.5,2321.0,3911.5,6141.0,6235.5,5614.5,TGRH88_011950
1329.5,1407.0,2155.5,3197.0,1720.5,6235.5,4612.5,TGRH88_011960
3125.0,1252.5,5404.5,327.0,5105.5,6235.5,4945.5,TGRH88_011970
7097.0,5564.5,5404.5,2328.5,712.5,678.0,2307.5,TGRH88_011980
2721.0,5382.0,1188.0,1016.0,6446.5,2455.0,4618.5,TGRH88_011990
1345.0,3464.0,5404.5,2970.5,4764.5,6235.5,7214.0,TGRH88_012000
2082.0,2063.0,5404.5,6768.0,3913.0,6235.5,5159.5,TGRH88_012010
2123.0,6705.5,5404.5,6645.0,4913.5,6235.5,6617.5,TGRH88_012020
5677.0,1353.0,5404.5,5602.5,6434.5,6235.5,2147.5,TGRH88_012030
1791.5,2084.0,5404.5,704.5,5314.5,6235.5,7354.5,TGRH88_012040
1519.0,6100.0,5404.5,1360.0,5888.0,678.0,4740.0,TGRH88_012050
3850.0,781.0,1082.0,7522.0,4625.0,6235.5,6330.0,TGRH88_012060
1611.0,3541.5,5404.5,5505.0,5282.0,6235.5,5813.5,TGRH88_012070
1754.5,2327.0,5404.5,4401.0,2013.0,6235.5,7143.0,TGRH88_012080
3470.0,1810.5,5404.5,7132.0,5604.0,6235.5,3296.0,TGRH88_012090
5923.0,3850.5,5404.5,7666.0,6740.5,6235.5,3107.0,TGRH88_012100
4841.5,369.5,376.5,4531.0,7230.5,2850.0,2670.5,TGRH88_012110
2424.5,5043.0,5404.5,3168.5,3296.5,6235.5,2486.0,TGRH88_012120
4836.5,5319.5,5404.5,7411.0,7240.0,191.5,280.0,TGRH88_012130
3667.0,473.0,5404.5,6989.0,3135.0,6235.5,3219.0,TGRH88_012140
2502.0,5702.0,5404.5,3223.5,6446.5,6235.5,6350.0,TGRH88_012150
4121.0,888.5,5404.5,4175.0,4204.5,6235.5,6198.5,TGRH88_012160
3194.0,6589.0,5404.5,4978.0,1966.5,6235.5,5466.0,TGRH88_012170
3.0,4196.5,403.5,3469.0,2495.5,6235.5,4241.5,TGRH88_012180
2334.0,1855.5,1622.5,7592.0,7449.5,6235.5,7994.0,TGRH88_012190
1603.5,2762.5,5404.5,3469.0,6412.5,6235.5,7219.0,TGRH88_012200
5861.0,6045.0,5404.5,6051.5,7327.5,6235.5,6289.5,TGRH88_012210
7097.0,1150.5,2651.0,2982.5,6731.0,6235.5,7711.0,TGRH88_012220
7097.0,5928.0,224.0,3974.5,2388.5,2112.0,5558.0,TGRH88_012230
106.0,5504.5,5404.5,4339.0,1848.0,2955.5,3335.0,TGRH88_012240
2996.5,1491.5,2321.0,6870.0,5678.0,3148.5,5570.0,TGRH88_012250
7097.0,5564.5,240.0,907.5,2779.5,6235.5,7523.0,TGRH88_012260
7097.0,1855.5,1505.0,41.0,1740.5,6235.5,7802.5,TGRH88_012270
2468.5,3795.5,5404.5,7780.0,7665.0,6235.5,4998.5,TGRH88_012280
3032.5,7689.5,5404.5,2592.0,7240.0,6235.5,7437.0,TGRH88_012290
1687.0,5820.0,5404.5,5927.0,5296.5,678.0,3149.0,TGRH88_012300
3012.5,4394.0,1022.5,424.0,2008.5,6235.5,6770.0,TGRH88_012310
4220.5,5247.5,5404.5,3420.0,5876.0,3989.5,5789.5,TGRH88_012320
3682.0,7077.0,1008.0,4598.5,7601.5,1287.5,3187.5,TGRH88_012330
338.0,7077.0,5404.5,1108.0,127.5,1503.0,2135.5,TGRH88_012340
204.0,2967.0,966.5,6890.0,1205.0,6235.5,5186.0,TGRH88_012350
5726.0,6045.0,2392.0,7323.5,7582.0,3989.5,8090.0,TGRH88_012360
7097.0,713.0,5404.5,1335.5,559.0,6235.5,5077.0,TGRH88_012370
7097.0,3273.5,5404.5,745.0,570.5,6235.5,4985.5,TGRH88_012380
3282.0,2628.5,5404.5,6235.0,2734.0,678.0,364.0,TGRH88_012390
5586.0,7689.5,908.0,3911.5,6633.5,6235.5,7046.0,TGRH88_012400
4667.0,2902.0,5404.5,5900.5,8047.0,6235.5,4173.0,TGRH88_012410
267.0,6152.5,102.0,1036.0,4562.5,6235.5,7714.0,TGRH88_012420
4605.5,1810.5,5404.5,6574.5,7682.5,191.5,389.0,TGRH88_012430
1921.5,4900.5,5404.5,6509.5,2721.0,2453.0,6698.0,TGRH88_012440
7097.0,6481.0,5404.5,7102.5,5526.0,6235.5,4794.5,TGRH88_012450
61.5,4973.0,5404.5,4754.5,1809.5,3566.5,6399.5,TGRH88_012460
4413.0,6705.5,460.0,2733.5,7252.5,3535.0,7703.5,TGRH88_012470
546.0,5319.5,5404.5,2741.5,2884.0,3598.5,5850.0,TGRH88_012480
3225.0,446.5,5404.5,8096.5,7395.5,6235.5,7170.5,TGRH88_012490
7097.0,4900.5,818.0,4139.5,4611.5,6235.5,7524.5,TGRH88_012500
7097.0,2363.0,995.5,1439.5,2503.5,678.0,4337.0,TGRH88_012510
2312.5,4515.5,1389.0,7618.0,8047.0,6235.5,7097.5,TGRH88_012520
7097.0,6842.5,5404.5,2592.0,4418.5,3989.5,4768.5,TGRH88_012530
7097.0,1710.0,554.0,1807.5,2177.5,3989.5,5610.5,TGRH88_012540
7097.0,5564.5,5404.5,5389.0,5546.0,6235.5,7019.0,TGRH88_012550
7097.0,4973.0,5404.5,6031.0,3087.5,6235.5,5678.5,TGRH88_012560
2561.5,2628.5,5404.5,3143.5,3392.0,3989.5,3566.0,TGRH88_012570
5402.5,7689.5,2058.0,3844.0,6657.5,6235.5,7168.0,TGRH88_012580
1609.0,806.0,635.0,4276.5,400.5,1026.0,153.0,TGRH88_012590
7097.0,4139.0,5404.5,858.5,91.0,2451.0,2325.0,TGRH88_012600
7097.0,5171.0,1368.0,377.5,1161.5,3989.5,5789.5,TGRH88_012610
1589.0,2628.5,5404.5,1003.5,1223.0,2745.5,891.0,TGRH88_012620
1562.0,3464.0,5404.5,2217.5,4402.0,6235.5,6399.5,TGRH88_012630
584.0,7077.0,5404.5,1739.0,6296.0,6235.5,7220.5,TGRH88_012640
7097.0,2902.0,5404.5,838.5,517.5,3989.5,5856.5,TGRH88_012650
285.0,4076.0,5404.5,2827.5,6080.0,6235.5,5010.0,TGRH88_012660
3117.0,1491.5,5404.5,2600.5,6261.5,6235.5,2372.0,TGRH88_012670
7097.0,3315.0,2598.5,3699.5,2313.0,6235.5,4794.5,TGRH88_012680
7097.0,4647.0,2454.0,2741.5,145.0,678.0,1926.0,TGRH88_012690
419.0,601.5,5404.5,5327.0,795.5,191.5,1788.0,TGRH88_012700
4570.5,4018.5,5404.5,2571.5,5184.0,6235.5,6422.5,TGRH88_012710
2007.5,4076.0,5404.5,959.0,1914.5,2337.5,6575.0,TGRH88_012720
1461.0,3586.0,5404.5,6379.5,7359.0,6235.5,7463.5,TGRH88_012730
5921.0,7077.0,5404.5,6834.0,6872.5,6235.5,1448.5,TGRH88_012740
2114.0,4451.5,5404.5,2180.0,4402.0,3989.5,7637.0,TGRH88_012750
4353.0,6324.0,5404.5,4223.5,6864.0,3498.5,360.5,TGRH88_012760
7097.0,7689.5,5404.5,1739.0,177.5,6235.5,4975.0,TGRH88_012770
7097.0,198.5,5404.5,1137.5,956.0,1215.0,1653.0,TGRH88_012780
23.0,4139.0,2454.0,1522.0,1881.5,3989.5,5903.5,TGRH88_012790
7097.0,1204.5,5404.5,4978.0,1179.0,6235.5,6346.5,TGRH88_012800
5297.5,6260.5,1225.5,5260.0,8047.0,6235.5,6598.0,TGRH88_012810
5538.5,6842.5,5404.5,4175.0,6385.0,3291.0,2465.5,TGRH88_012820
2726.5,343.0,5404.5,3100.5,7775.5,4175.5,7280.5,TGRH88_012830
5440.0,777.0,1888.5,6989.0,1056.5,1026.0,203.0,TGRH88_012840
7097.0,2530.5,5404.5,135.5,1689.5,6235.5,5868.0,TGRH88_012850
1462.0,5443.5,5404.5,3100.5,6786.0,2640.0,5228.0,TGRH88_012860
4844.0,6589.0,916.5,3530.0,4204.5,1999.5,1576.5,TGRH88_012870
731.5,4830.0,5404.5,754.0,1803.5,6235.5,5523.0,TGRH88_012880
4654.0,3743.0,5404.5,4111.0,2164.5,6235.5,2606.5,TGRH88_012890
4163.0,2424.0,1073.5,7869.5,4976.5,1026.0,2256.0,TGRH88_012900
7097.0,7689.5,5404.5,13.0,2001.0,6235.5,6622.0,TGRH88_012910
1936.5,4139.0,5404.5,7689.0,5953.0,191.5,6537.0,TGRH88_012920
7097.0,1835.5,2032.5,4306.5,1298.0,6235.5,7024.0,TGRH88_012930
1025.5,2500.0,48.0,2188.0,3182.5,2882.5,4998.5,TGRH88_012940
3488.0,7689.5,456.5,932.5,4219.0,6235.5,7447.5,TGRH88_012950
7097.0,786.5,2598.5,1958.5,67.0,1539.5,2209.5,TGRH88_012960
4255.0,4330.0,5404.5,3455.5,2524.5,3291.0,1528.0,TGRH88_012970
4323.0,5564.5,973.0,5639.0,7459.5,6235.5,6673.0,TGRH88_012980
2387.0,2794.0,5404.5,8028.0,5162.0,678.0,3327.0,TGRH88_012990
7097.0,1598.0,513.5,3586.5,2267.5,3989.5,5306.0,TGRH88_013000
1314.0,2934.0,5404.5,2490.5,4710.5,1529.5,4516.5,TGRH88_013010
7097.0,7689.5,5404.5,1814.0,1696.0,4232.0,1793.0,TGRH88_013020
7097.0,7689.5,5404.5,6089.0,3420.0,3775.0,1063.0,TGRH88_013030
1499.0,5984.5,5404.5,8123.0,4167.5,6235.5,7239.0,TGRH88_013040
7097.0,3154.0,490.5,291.0,189.5,2975.0,5929.5,TGRH88_013060
7097.0,7689.5,1940.5,7999.5,1071.0,2961.5,1589.0,TGRH88_013070
7097.0,7689.5,86.0,2375.5,8047.0,191.5,7977.5,TGRH88_013080
445.0,4973.0,5404.5,2234.0,4301.0,6235.5,5355.5,TGRH88_013090
160.5,5247.5,2392.0,1094.0,4594.5,6235.5,6525.5,TGRH88_013100
7097.0,5247.5,1861.0,1473.0,1014.0,2671.0,4610.5,TGRH88_013110
1969.0,2250.0,5404.5,7804.5,4594.5,6235.5,3856.5,TGRH88_013120
5580.5,7077.0,5404.5,7933.5,2303.0,1255.0,3.0,TGRH88_013130
2499.5,5702.0,5404.5,899.0,6542.0,6235.5,7825.5,TGRH88_013140
7097.0,5820.0,5404.5,675.0,603.0,6235.5,4229.5,TGRH88_013150
1268.0,4330.0,5404.5,3469.0,4341.5,6235.5,4451.0,TGRH88_013160
5149.0,7689.5,5404.5,6277.5,7308.0,6235.5,1698.5,TGRH88_013170
3125.0,7077.0,5404.5,6419.5,2438.0,191.5,2135.5,TGRH88_013180
4682.5,5759.5,5404.5,6443.5,7886.0,6235.5,2415.0,TGRH88_013190
1713.0,3685.0,5404.5,2060.5,2321.0,3989.5,4510.0,TGRH88_013200
5136.5,3541.5,5404.5,4754.5,4857.5,6235.5,4705.0,TGRH88_013210
111.0,2327.0,821.5,392.0,5282.0,6235.5,8089.0,TGRH88_013220
4855.5,1785.0,5404.5,4549.5,4144.5,6235.5,2670.5,TGRH88_013230
1565.5,2014.5,5404.5,845.0,6070.5,3059.5,5844.5,TGRH88_013240
2595.5,97.0,2555.5,915.0,4442.5,6235.5,6039.5,TGRH88_013250
7097.0,6589.0,5404.5,4754.5,2084.0,6235.5,4158.5,TGRH88_013260
812.0,3109.5,216.0,6467.5,2590.0,2524.5,4615.0,TGRH88_013270
7097.0,2727.0,5404.5,174.0,2498.0,6235.5,7635.0,TGRH88_013280
7097.0,1002.0,5404.5,1882.0,292.0,1662.5,5850.0,TGRH88_013290
3416.5,6394.5,5404.5,2514.0,5423.0,6235.5,1273.0,TGRH88_013300
3696.0,6842.5,1987.0,6934.0,7821.5,6235.5,4432.0,TGRH88_013310
7097.0,2298.5,5404.5,3429.5,244.0,2803.5,917.5,TGRH88_013320
7097.0,2250.0,5404.5,330.0,832.0,6235.5,4339.5,TGRH88_013330
4509.5,1150.5,1123.5,2172.0,5131.5,6235.5,1570.5,TGRH88_013340
7097.0,3962.0,880.5,7729.5,2087.0,6235.5,4603.5,TGRH88_013350
2726.5,5634.0,1675.5,3100.5,2316.5,6235.5,1562.5,TGRH88_013360
2171.5,4394.0,5404.5,2827.5,3239.5,6235.5,6950.5,TGRH88_013370
1934.0,1065.0,5404.5,7869.5,1881.5,678.0,292.0,TGRH88_013380
3159.5,3685.0,451.0,7199.5,4736.5,6235.5,7121.0,TGRH88_013390
7097.0,7689.5,5404.5,1706.5,1323.0,3775.0,1804.0,TGRH88_013400
3133.0,2184.0,5404.5,7933.5,8047.0,6235.5,7701.0,TGRH88_013410
4804.5,5702.0,5404.5,5260.0,8047.0,6235.5,6766.0,TGRH88_013420
5074.0,6481.0,717.5,3333.5,7213.5,1763.5,6159.5,TGRH88_013430
